,0,1,2,3,4,5,6,7,8,9
2,0.47898561152022706,0.7483489717322912,0.6659603719747235,0.5835642765006513,0.5142891173551388,0.8704737939554077,0.784458296540055,0.7663239683783544,0.7926243637417845,0.28575241077545355
3,0.8778347016324762,0.798460812573525,0.691344080668722,0.8633802532897736,0.6704414666459186,0.7865154398734129,0.8041518126800039,0.8408742417022823,0.4080803512324511,0.30965997910418563
4,0.8470253356866491,0.8569608343826792,0.8927027341042588,0.7671867344908123,0.7899099190066593,0.830748893519135,0.8917342144021627,0.7594232516286139,0.7890950795969364,0.4736999906940963
5,0.8868245546223108,0.7642589738527461,0.7790083238861383,0.8406566915816958,0.752500770506096,0.8788497871904277,0.8452370353361612,0.8505326740251128,0.8688274685524398,0.8540811343731773
6,0.9013020923454826,0.7831166404646047,0.8562400648623589,0.8751084971491155,0.8945824028769301,0.8262337236997437,0.7125905509799619,0.791231608109905,0.7646417791912111,0.895420618091684
7,0.8914317013206825,0.9231519915935956,0.8843195286881927,0.8792732284001655,0.8537218715992161,0.799803807516659,0.8485716647757564,0.7568733476089359,0.6367785571118671,0.8133870984246819
8,0.9487786963171653,0.910146086784013,0.8593609605419362,0.815701534535147,0.7337013382134006,0.8874076351022728,0.8669631978407495,0.8625216134153739,0.8341201591896954,0.878501067167963
9,0.9062635301422246,0.9391683991288513,0.8988293598034409,0.8827104343933591,0.9169954957694934,0.9355073097853422,0.7515910276780743,0.8179693197171589,0.823892451177502,0.9115686631051224
10,0.901002491005747,0.8817759869848594,0.9657746922706038,0.896877685125875,0.8693549603229205,0.8890190474483749,0.9203593047910293,0.8586402200543438,0.9033926296627035,0.9333695302179122
15,0.9635424329339822,0.936304715895892,0.9334006295648251,0.9299289570996966,0.9630597241612702,0.9385717469994398,0.9295031209299341,0.9278080168474541,0.926943405018448,0.9032680177593984
20,0.9724797440437025,0.9264454723871374,0.9652999997894881,0.9449975508887479,0.9583447543594582,0.9607505589582577,0.9490188049905998,0.9669412340281516,0.919465343318843,0.9614354844323475
25,0.9653744684610256,0.9836250368187239,0.9515859391321331,0.9599493410038511,0.953543200080562,0.9514342381883728,0.9711577030974256,0.9662353169341653,0.9732386291295706,0.9692083791242376
30,0.9513471168400683,0.9688115231188543,0.9696227158079287,0.9393798482828862,0.9662258973091553,0.9613283897906394,0.9498899519616516,0.9718539420494902,0.9729128116653972,0.9617768888638007
35,0.9783773960531963,0.9657790399671633,0.9847841159114354,0.96351404200694,0.9429833766892513,0.970945065453653,0.9750722841115913,0.9639376501293104,0.9481184131796491,0.9564297213267365
40,0.983556324026836,0.9810386209729065,0.9732442193715645,0.9792663154349949,0.9494566873213027,0.9816821546444812,0.9729357099785643,0.9865674143215084,0.9789711624437489,0.9907814137793503
45,0.9726373277140898,0.9895908947310365,0.9627562400730708,0.985619107830512,0.9794232178907536,0.9661628421063662,0.9662188842580312,0.9813426168333742,0.9782999286436259,0.9727060627625626
50,0.9772305179341845,0.9861414433721265,0.9875098496737565,0.9804003813865347,0.9827080408066637,0.9811287979312084,0.9865194829573591,0.9867400476953009,0.9571694289599593,0.9801432938271487
55,0.9882415753903924,0.9757474453849206,0.9586106641341029,0.9692826683107438,0.9837005848314132,0.9856988135842023,0.9645898185355303,0.9830420252509029,0.9807583369111506,0.9780665759429458
60,0.966898106850583,0.9777835086683851,0.98750085558923,0.984137600400326,0.9766328324079763,0.9887150010502171,0.969075332682667,0.9907314616599395,0.9878411511831988,0.977798488208605
