,0,1,2,3,4,5,6,7,8,9
2,0.8530364993505464,0.8873020332461663,0.8509601852024613,0.8416684315198164,0.8615457195057642,0.8465722705587925,0.8460956535594841,0.9285714285714292,0.8752917351709967,0.9270477391152144
3,0.7733565700764845,0.7813153689324281,0.7717040475750019,0.793446648179986,0.7948395880444457,0.7975022697531028,0.789176687555994,0.877967563554476,0.7458184980367993,0.8566038471795775
4,0.6743793172807907,0.7258176095321767,0.7262783649518383,0.7144859225786871,0.7009687082479507,0.7133966280429037,0.7272325166976885,0.7786471778174575,0.7131898376408857,0.8024663626153913
5,0.660256087873997,0.632361986033824,0.6288599519364277,0.6222050817480215,0.6476820429401188,0.645133342589585,0.6283399716353992,0.71320726027685,0.6543994435059395,0.6931969069943154
6,0.585744775540759,0.5987881609036165,0.563044175510111,0.5552141834068586,0.5900197826208313,0.5624419045331861,0.5934209356893404,0.6304691003124681,0.554397950492328,0.6277295738033103
7,0.5141544698122201,0.4889130700627306,0.4781203422860017,0.5292737987371856,0.48819127073735197,0.49345321784003826,0.4966951529905397,0.5443370815145343,0.5049650438734148,0.5803988938361758
8,0.4539247529190358,0.4182672712320462,0.41944024840037974,0.43668636597985483,0.44735417305677283,0.4279075365444151,0.4385095644763552,0.5223798188729919,0.4097536343004801,0.5205929198660164
9,0.335512559731601,0.3666723016471156,0.3649826472010013,0.36356133612790786,0.3751482310369969,0.36129472063362617,0.34584624682583454,0.4094338815581999,0.35977798006551265,0.41991028790785384
10,0.29114378868742047,0.30016116351731836,0.2851748083295051,0.29435631563814446,0.3007466420630794,0.27644319440776177,0.27742823327160987,0.3504135665844845,0.27317883596405207,0.3615548404402807
15,1.1267782616741815e-29,2.8992240881941294e-30,5.404346697746722e-30,7.927680358619487e-30,0.07142857142857141,3.6964718256674835e-30,4.8569278953363575e-30,0.08277942560787041,0.07142857142857084,1.9496749475329818e-29
20,2.2605498503635727e-30,2.8405568113212716e-30,2.261152133116778e-30,5.120864624477116e-30,1.3892349309492375e-30,1.3759041349093661e-30,1.6526626688242407e-30,1.9576886494304503e-30,1.3859820289015083e-30,4.012293005808182e-30
25,1.535847642717567e-30,1.521482241207089e-30,1.7009513274417287e-30,1.5385235448660502e-30,1.9353360599923278e-30,1.0870274843707608e-30,3.123732434643404e-30,1.9212493392176934e-30,2.262209867091256e-30,5.735183232486892e-30
30,3.0221093062186504e-30,3.1555341072341524e-30,1.6461972334694154e-30,2.0077580606400335e-30,1.5675907829393257e-30,1.5819312039329916e-30,5.6226197108719704e-30,2.7006068681671397e-30,2.0512491016762912e-30,1.6732312203890608e-30
35,6.492009583737918e-30,1.1974569828344082e-30,1.0024881433382187e-30,1.605833861923567e-30,9.936189469886124e-31,1.0033366143305994e-30,7.559500601394732e-30,9.467733261190143e-31,9.6750098969641e-31,4.964911245059483e-30
40,9.432979614295365e-31,7.819972925824281e-31,2.142374250858648e-30,3.528428222231073e-30,1.144654991432898e-30,1.4819222993229434e-30,3.394930243520797e-30,9.036465707101074e-31,1.1836801628652313e-30,8.65397476327842e-31
45,9.014866935729515e-31,8.746482954646683e-31,1.3795394226401487e-30,1.3270298786494267e-30,1.5609554778074709e-30,1.0114435433761545e-30,1.2931845067466151e-30,9.847119502815604e-31,7.336719931731774e-30,1.861083418609148e-30
50,1.754762602112012e-30,1.3025338168990694e-30,1.3377079452768599e-30,1.1126726145816682e-30,2.137437416938544e-30,2.2982894130069726e-30,2.901517147344277e-30,6.411980910945975e-31,7.44712803356417e-31,1.1591316868921904e-29
55,1.3400546161286652e-30,1.1547853522527754e-30,1.1827875826228305e-30,4.519394180877028e-30,3.9023216596791e-30,7.115880976608922e-30,6.279037505914579e-30,2.8361333311327692e-30,1.0293861746635521e-30,8.060484329384953e-30
60,9.066515337661626e-31,8.109275455538435e-31,2.6678529104837546e-30,1.7601100777973687e-30,6.067531979348589e-30,1.0894326542842831e-30,1.5790998593198442e-30,5.7710486280268654e-30,1.2001295433835094e-30,3.2191983054311915e-30
