,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.6728635311126709,0.1745847027599356,0.00678706169128418,0.011293567366431884,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.5954861111111109,0.675347222222222,0.6006944444444443,0.5109953703703702,0.6018518518518517,0.5968749999999998,0.05210467669678285,1,0.5860821759259258,0.6507523148148147,0.6905381944444444,0.5762442129629629,0.6407696759259258,0.6288773148148147,0.04248217338499396
