,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.056156158447265625,0.0008917106023096846,0.000977945327758789,5.6784759163398876e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.4999999999999999,0.4999999999999999,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.49999999999999994,8.95090418262362e-17,316,0.5,0.5000000000000001,0.4999999999999999,0.5,0.4999999999999999,0.5,8.599750569898517e-17
1,0.03700885772705078,7.557208576894342e-05,0.0009885311126708984,2.96765151599929e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.4999999999999999,0.4999999999999999,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.49999999999999994,8.95090418262362e-17,316,0.5,0.5000000000000001,0.4999999999999999,0.5,0.4999999999999999,0.5,8.599750569898517e-17
2,0.056643104553222655,0.013247568341063566,0.0009974956512451172,1.9964278364906135e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.5312499999999999,0.5624999999999998,0.501736111111111,0.5109953703703702,0.49537037037037024,0.5203703703703703,0.024303902060158825,239,0.5695891203703705,0.5473090277777779,0.490162037037037,0.5418113425925924,0.5105613425925926,0.531886574074074,0.028119522024057535
3,0.051910114288330075,0.013762203884433416,0.0009833812713623048,1.5853383420832633e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.49537037037037024,0.4907407407407406,0.4999999999999998,0.49537037037037035,0.4999999999999999,0.4962962962962962,0.0034644975803462276,357,0.4958043981481482,0.4918981481481482,0.4988425925925925,0.5,0.5449942129629629,0.5063078703703703,0.01954541238932971
4,0.0688364028930664,0.014730677799462901,0.0009636402130126954,2.7504205372027215e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.4999999999999999,0.5109953703703702,0.5642361111111109,0.5034722222222221,0.4999999999999999,0.5157407407407406,0.024577948946505047,250,0.5300925925925926,0.51953125,0.5516493055555555,0.6028645833333333,0.5203993055555555,0.5449074074074073,0.0312043669735255
5,0.04251570701599121,0.0014988361903485934,0.0009493350982666016,1.0487599427843775e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.501736111111111,0.48148148148148134,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4966435185185184,0.0076107788068396345,353,0.4927662037037037,0.49898726851851855,0.4988425925925925,0.49884259259259256,0.4988425925925925,0.49765625,0.0024456651167957446
6,0.04593653678894043,0.015600757191332342,0.0010113239288330079,3.1984863183524045e-05,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.5468749999999999,0.4999999999999999,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.5093749999999999,0.01875000000000001,272,0.5457175925925927,0.5000000000000001,0.4999999999999999,0.5,0.4999999999999999,0.5091435185185185,0.01828703703703708
7,0.040671920776367186,0.0012684772986229634,0.0009464263916015625,4.7745664410434635e-06,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.4999999999999999,0.4999999999999999,0.4999999999999998,0.49537037037037024,0.4999999999999999,0.499074074074074,0.0018518518518518489,344,0.5,0.5000000000000001,0.4999999999999999,0.5004340277777778,0.4999999999999999,0.5000868055555555,0.00017361111111112714
8,0.08271689414978027,0.043083107816907086,0.0010018348693847656,2.941045623789511e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.4768518518518517,0.4756944444444443,0.49537037037037013,0.5439814814814814,0.532986111111111,0.5049768518518517,0.02844868795506896,288,0.4955150462962963,0.4917534722222223,0.5004340277777778,0.6141493055555555,0.6571180555555555,0.5517939814814814,0.06984464641199047
9,0.07851390838623047,0.06730416060839761,0.0010027885437011719,4.868621806146119e-05,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",0.7002314814814814,0.6047453703703702,0.49710648148148134,0.5300925925925924,0.5173611111111109,0.5699074074074073,0.07462486917314073,107,0.7204861111111112,0.5496238425925927,0.5552662037037036,0.5497685185185185,0.5494791666666666,0.5849247685185185,0.06781595099725589
10,0.05341968536376953,0.01564612191240821,0.0009962081909179687,3.142700552778285e-05,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",0.5300925925925924,0.5723379629629628,0.4999999999999998,0.5283564814814815,0.4924768518518517,0.5246527777777776,0.028143331550620945,209,0.525318287037037,0.5205439814814815,0.5105613425925924,0.5263310185185185,0.5341435185185185,0.5233796296296297,0.007754737595986964
