,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.0858663082122804,0.11650515458998413,0.021393823623657226,0.016621967213359137,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6447196620583717,0.6699308755760369,0.593010752688172,0.7051108374384237,0.6161238825031927,0.6457680446565666,0.03932218945312015,1,0.6875120569833747,0.6820434023887002,0.6606477274718453,0.6789710945813211,0.6739889653382345,0.6766326493526952,0.00911715830293186
