step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.015873015873015872,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.0
2,0.0,0.005291005291005291,0.0,0.007482611441127486,0.015873015873015872,0.0
3,0.0,0.003968253968253968,0.0,0.0068732174903526864,0.015873015873015872,0.0
4,0.022222222222222223,0.00761904761904762,0.0,0.009544950081506609,0.022222222222222223,0.0
5,0.014285714285714285,0.00873015873015873,0.007142857142857143,0.009060605179652756,0.022222222222222223,0.0
6,0.008620689655172414,0.00871452029087497,0.008620689655172414,0.008388577853947744,0.022222222222222223,0.0
7,0.0,0.007625205254515599,0.004310344827586207,0.008359333666587612,0.022222222222222223,0.0
8,0.013513513513513514,0.008279461727737589,0.008620689655172414,0.00809559129096385,0.022222222222222223,0.0
9,0.0,0.007451515554963831,0.004310344827586207,0.008071814684467998,0.022222222222222223,0.0
10,0.0,0.006774105049967119,0.0,0.007988737937387067,0.022222222222222223,0.0
11,0.015151515151515152,0.007472222558429455,0.004310344827586207,0.00799141130368921,0.022222222222222223,0.0
12,0.0,0.006897436207781035,0.0,0.007931878397783356,0.022222222222222223,0.0
13,0.0,0.006404762192939533,0.0,0.007847053462359059,0.022222222222222223,0.0
14,0.0,0.005977778046743564,0.0,0.007747488708853835,0.022222222222222223,0.0
15,0.016129032258064516,0.006612231434951123,0.0,0.007893673035417343,0.022222222222222223,0.0
16,0.0,0.006223276644659881,0.0,0.007814432083159883,0.022222222222222223,0.0
17,0.0,0.0058775390532898875,0.0,0.007726895599203509,0.022222222222222223,0.0
18,0.0,0.005568194892590419,0.0,0.0076344639757909985,0.022222222222222223,0.0
19,0.0,0.005289785147960899,0.0,0.007539463901363066,0.022222222222222223,0.0
20,0.0,0.005037890617105618,0.0,0.007443500448178016,0.022222222222222223,0.0
21,0.0,0.004808895589055362,0.0,0.007347684753869121,0.022222222222222223,0.0
22,0.024390243902439025,0.005660258559202478,0.0,0.00822114118345205,0.024390243902439025,0.0
23,0.0,0.005424414452569043,0.0,0.008127136443662052,0.024390243902439025,0.0
24,0.0070921985815602835,0.005491125817728692,0.0,0.007969638803154069,0.024390243902439025,0.0
25,0.0,0.005279928670892974,0.0,0.00788589617110822,0.024390243902439025,0.0
26,0.018518518518518517,0.005770246813397623,0.0,0.008132332496092753,0.024390243902439025,0.0
27,0.012195121951219513,0.005999706639748406,0.0,0.008074309411275455,0.024390243902439025,0.0
28,0.0,0.005792820203895013,0.0,0.008009047579892545,0.024390243902439025,0.0
29,0.0,0.005599726197098512,0.0,0.007942792661743369,0.024390243902439025,0.0
30,0.0,0.00541908986815985,0.0,0.007876023389770342,0.024390243902439025,0.0
31,0.0,0.005249743309779854,0.0,0.007809115083315624,0.024390243902439025,0.0
32,0.0,0.005090660179180464,0.0,0.00774236195955452,0.024390243902439025,0.0
33,0.00546448087431694,0.005101654905508008,0.0,0.00762791544914593,0.024390243902439025,0.0
34,0.02857142857142857,0.005772219867391453,0.0,0.008474137912196967,0.02857142857142857,0.0
35,0.015625,0.0060459082044083574,0.0,0.008511048624442895,0.02857142857142857,0.0
36,0.019230769230769232,0.0064022557997154075,0.0,0.00866323127956241,0.02857142857142857,0.0
37,0.02857142857142857,0.006985655083181544,0.0,0.00925579059347514,0.02857142857142857,0.0
38,0.0,0.006806535722074325,0.0,0.009202835644734383,0.02857142857142857,0.0
39,0.0,0.006636372329022466,0.0,0.009148997045548534,0.02857142857142857,0.0
40,0.0,0.006474509589290211,0.0,0.00909453485564282,0.02857142857142857,0.0
41,0.0,0.006320354599069015,0.0,0.009039666990179048,0.02857142857142857,0.0
42,0.009523809523809525,0.006394853550807167,0.0,0.00894697272401168,0.02857142857142857,0.0
43,0.0,0.006249515970107005,0.0,0.008895916503365273,0.02857142857142857,0.0
44,0.0,0.00611063783743796,0.0,0.00884462305947123,0.02857142857142857,0.0
45,0.0,0.005977797884450178,0.0,0.00879322766311015,0.02857142857142857,0.0
46,0.0,0.005850610695419324,0.0,0.008741844824604654,0.02857142857142857,0.0
47,0.009615384615384616,0.005929043485418599,0.0,0.008667000676665232,0.02857142857142857,0.0
48,0.0,0.005808042597961076,0.0,0.008618972158209604,0.02857142857142857,0.0
49,0.022222222222222223,0.006136326190446299,0.0,0.00883638405573047,0.02857142857142857,0.0
50,0.0,0.0060160060690649985,0.0,0.00879059249226892,0.02857142857142857,0.0
51,0.0,0.005900313644659903,0.0,0.008744774986458979,0.02857142857142857,0.0
52,0.005376344086021506,0.005890427426572385,0.0,0.008662177622130115,0.02857142857142857,0.0
53,0.009259259259259259,0.005952813201251772,0.0,0.008593607531691111,0.02857142857142857,0.0
54,0.0,0.005844580233956285,0.0,0.008552189062078393,0.02857142857142857,0.0
55,0.010638297872340425,0.005930182334641717,0.0,0.008499228907189325,0.02857142857142857,0.0
56,0.030303030303030304,0.006357776158648534,0.0,0.009011571500475503,0.030303030303030304,0.0
57,0.0,0.006248159328327008,0.0,0.008971799102801247,0.030303030303030304,0.0
58,0.012658227848101266,0.006356804557475724,0.0,0.008933840582107819,0.030303030303030304,0.0
59,0.0,0.006250857814851129,0.0,0.008896377939635559,0.030303030303030304,0.0
60,0.0,0.006148384735919143,0.0,0.008858787528947597,0.030303030303030304,0.0
61,0.0,0.006049217240178512,0.0,0.008821123858989283,0.030303030303030304,0.0
62,0.0,0.005953197918905837,0.0,0.00878343517415821,0.030303030303030304,0.0
63,0.015873015873015872,0.006108195074438807,0.0,0.008800954717893796,0.030303030303030304,0.0
64,0.0,0.006014222842524364,0.0,0.008765291253148563,0.030303030303030304,0.0
65,0.005780346820809248,0.006010679266437771,0.0,0.008698680993839022,0.030303030303030304,0.0
66,0.0,0.005920967635595417,0.0,0.008664229436291195,0.030303030303030304,0.0
67,0.015384615384615385,0.0060601389260221804,0.0,0.008675402996405403,0.030303030303030304,0.0
68,0.013333333333333334,0.006165547540620892,0.0,0.008656061515077057,0.030303030303030304,0.0
69,0.014705882352941176,0.006287552323654039,0.0,0.00865355915443697,0.030303030303030304,0.0
70,0.008771929824561403,0.006322543556061186,0.0,0.008597388420115846,0.030303030303030304,0.0
71,0.0,0.006234730451115892,0.0,0.008569479578493609,0.030303030303030304,0.0
72,0.009615384615384616,0.006281040782133272,0.0,0.008519649199393284,0.030303030303030304,0.0
73,0.014285714285714285,0.006389212045695178,0.0,0.008512210437464588,0.030303030303030304,0.0
74,0.011363636363636364,0.006455537703267726,0.0,0.008474500361811224,0.030303030303030304,0.0
75,0.006756756756756757,0.006459501111866266,0.0,0.008418632427178382,0.030303030303030304,0.0
76,0.009615384615384616,0.006500486611911959,0.0,0.008371415901407222,0.030303030303030304,0.0
77,0.037037037037037035,0.006891980848131511,0.0,0.008999097213513253,0.037037037037037035,0.0
78,0.0,0.0068047405842311115,0.0,0.00897509260424526,0.037037037037037035,0.0
79,0.0,0.006719681326928223,0.0,0.008950807492459764,0.037037037037037035,0.0
80,0.0,0.006636722298200714,0.0,0.008926277645013395,0.037037037037037035,0.0
81,0.0,0.006555786660417779,0.0,0.008901535888149136,0.037037037037037035,0.0
82,0.022222222222222223,0.0067445388961021695,0.0,0.009011332961219826,0.037037037037037035,0.0
83,0.05555555555555555,0.007325622427762329,0.0,0.010404951988194012,0.05555555555555555,0.0
84,0.02127659574468085,0.00748975152560843,0.0,0.010452376070687063,0.05555555555555555,0.0
85,0.0,0.007402661391589727,0.0,0.010422403287056686,0.05555555555555555,0.0
86,0.010526315789473684,0.007438565465128623,0.0,0.010367679236200428,0.05555555555555555,0.0
87,0.017241379310344827,0.007549961077006079,0.0,0.010360834468427716,0.05555555555555555,0.0
88,0.016129032258064516,0.007646355135220218,0.0,0.010342070668544983,0.05555555555555555,0.0
89,0.030303030303030304,0.007898095970418108,0.0,0.010555104719625261,0.05555555555555555,0.0
90,0.0,0.0078113037070069195,0.0,0.010529193134681201,0.05555555555555555,0.0
91,0.009615384615384616,0.00783091328209798,0.0,0.010473483580596857,0.05555555555555555,0.0
92,0.0,0.007746709913473272,0.0,0.010448284717152216,0.05555555555555555,0.0
93,0.014492753623188406,0.007818476335917049,0.0,0.010415579444082595,0.05555555555555555,0.0
94,0.0,0.007736176585012659,0.0,0.010391296387500661,0.05555555555555555,0.0
95,0.013333333333333334,0.007794480301141001,0.0,0.010352641916665475,0.05555555555555555,0.0
96,0.0,0.0077141248341189295,0.0,0.010329189088495212,0.05555555555555555,0.0
97,0.0,0.007635409274587104,0.0,0.01030555565505015,0.05555555555555555,0.0
98,0.008,0.007639092009187234,0.0,0.01025344010511117,0.05555555555555555,0.0
99,0.004784688995215311,0.007610547979047515,0.0,0.010205996524260446,0.05555555555555555,0.0
