,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.2305248737335206,0.32593531447007806,0.015032386779785157,0.017281250839679275,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.36850649350649345,0.24999999999999994,0.37969924812030076,0.33208020050125303,0.4080827067669174,0.3472069226645886,0.05467963582301499,161,0.369706940826714,0.25,0.3750836662444791,0.3906718106774144,0.35749957406934146,0.3485923983635898,0.0504342877657232
1,1.0450125217437745,0.06919850814877396,0.02945222854614258,0.023904798207674414,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.24999999999999994,0.25,0.25,0.24999999999999994,0.25000000000000006,0.25,4.296411832687749e-17,277,0.25,0.25,0.25,0.25,0.25,0.25,0.0
2,1.1064706325531006,0.18805921787689248,0.007405757904052734,0.012528809570716235,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.31590909090909086,0.3446428571428572,0.369047619047619,0.3809523809523808,0.3615288220551379,0.35407272298004555,0.022704066208825206,144,0.30952380952380953,0.3464476699770817,0.3908002735978111,0.34705882352941175,0.3805482479217089,0.3548757649099646,0.028770067509632097
3,1.5275710105895997,0.22569590692196692,0.008740615844726563,0.015029087237467865,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.4258116883116883,0.36623376623376624,0.46177944862155396,0.3784461152882205,0.45272556390977464,0.41673163475222974,0.03847166713510159,43,0.407331081392031,0.3774991486189218,0.38218437255282306,0.44642972605987447,0.37500087691606165,0.3976890411079424,0.026949592243830114
4,1.71748948097229,0.5646201802017391,0.007025432586669922,0.01160080473578621,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.34074675324675313,0.399025974025974,0.2763157894736842,0.24999999999999986,0.25000000000000006,0.3040810400507196,0.05838907242809741,215,0.41169686384959253,0.46007114784577574,0.37642629869155675,0.25,0.2501400560224089,0.3496668732818668,0.08554760476325812
5,1.5195310592651368,0.16995250507753346,0.00898137092590332,0.015281605792217778,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.4384740259740259,0.39058441558441553,0.3696741854636591,0.3884711779448621,0.49573934837092737,0.41643041095272215,0.04531862205530506,44,0.40059124964334036,0.4611995729288429,0.3752422295728214,0.4563845511478725,0.40695544765312214,0.42007461018919984,0.03338062458462732
6,1.5404186248779297,0.4420494547293698,0.023835182189941406,0.019849844662385065,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.40254329004329004,0.3477272727272727,0.44047619047619047,0.3026315789473683,0.4406015037593986,0.3865913755072794,0.05385883468138986,77,0.4965066146940705,0.35806464973722235,0.39301261660342307,0.3119216104658558,0.4196268847431639,0.39582647524874714,0.061930363427814085
7,1.539370584487915,0.2028071310602341,0.02815709114074707,0.022371150077295256,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.4360930735930736,0.3666666666666667,0.5043859649122807,0.21428571428571422,0.36973684210526325,0.378617568019742,0.09593972617986955,86,0.47175320840274776,0.40675168205288686,0.3719493358047575,0.33352641334569044,0.366529304029304,0.39010198872707735,0.046968329678799374
8,1.8408707618713378,0.44042666575780076,0.021695041656494142,0.01710505573898399,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.24999999999999994,0.43192640692640694,0.24999999999999992,0.27506265664160395,0.25000000000000006,0.29187670537784954,0.07131712682626462,242,0.25,0.49907958802359936,0.25,0.40593802126320705,0.25,0.3310035218573613,0.10348860312035366
9,2.7973608493804933,0.7910786877685779,0.030560684204101563,0.02506748572412014,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5253246753246752,0.41152597402597396,0.5426065162907269,0.39786967418546354,0.4570488721804512,0.46705503740686805,0.05848917846488527,8,0.5623311427528296,0.4575133229633584,0.4922948872201423,0.5667761649565747,0.4837053336540341,0.5125241703093878,0.0440226214425745
10,3.1459981918334963,0.6224647665091393,0.02560739517211914,0.022002979451538993,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.39009740259740255,0.4847943722943723,0.5363408521303258,0.33020050125313277,0.5628446115288221,0.46021210387629147,0.08768520313032939,11,0.5153700746454114,0.4744558064189531,0.507215709095458,0.5254333021869653,0.4986177923763423,0.504218536944626,0.017323940465981232
