,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2656249523162842,0.06759368319127072,0.0011112689971923828,0.00032206006678475735,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.37386363636363634,0.31677489177489176,0.3746867167919799,0.32393483709273174,0.36779448621553895,0.35136671691305554,0.0256175932744517,144,0.3574134199134199,0.3749344206466815,0.3432389349040907,0.36985868339188593,0.36233031674208144,0.36155515511963193,0.010965328055784873
1,0.2729010581970215,0.053355867062435745,0.0010016918182373046,8.166685199471495e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.39686147186147186,0.41109307359307357,0.25,0.21428571428571422,0.25000000000000006,0.3057644247861639,0.08268406502604168,221,0.43951654593929584,0.40915625834123354,0.25,0.32390148830616583,0.25,0.3345148585173391,0.07873354961740248
2,0.30756421089172364,0.06581043612567469,0.00096435546875,0.00010080357824934888,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.3273809523809523,0.39058441558441565,0.3170426065162907,0.3947368421052631,0.34940476190476205,0.35580717962010866,0.03189248802407452,135,0.34672130078756586,0.37412353769547246,0.36714108882124313,0.3785197192009118,0.33813570150779454,0.3609282696025976,0.015770304023220102
3,0.29413132667541503,0.07000498614909371,0.0009181022644042969,9.868057144135333e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.24999999999999994,0.29545454545454547,0.4486215538847118,0.33208020050125303,0.28571428571428575,0.32180817106446397,0.06826887602153503,194,0.33452380952380956,0.2882352941176471,0.43008887068847834,0.4263790403115144,0.30940492476060194,0.3577263878804102,0.059416918729857195
4,0.3435980796813965,0.10082220067565813,0.0008759975433349609,2.8685391561011158e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.4237012987012987,0.40882034632034625,0.37907268170426067,0.2944862155388471,0.35316416040100257,0.3724484204032259,0.04575014283650661,105,0.4847929149754097,0.4335678849853194,0.3485186140753691,0.3558855013867952,0.37868436283278967,0.4002898556511366,0.051704931531492436
5,0.3401180744171143,0.11110374072785968,0.0009319305419921875,9.897299413622743e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.4112554112554112,0.35238095238095235,0.4273182957393484,0.362781954887218,0.38843984962406025,0.38842646939042824,0.02829262968430821,83,0.43743261817322776,0.38904249542095043,0.38649984553599004,0.4437462044325888,0.3579104718810601,0.4029263270887634,0.032698513143063275
6,0.3776105403900146,0.1048958081376464,0.0029856681823730467,0.003909820521104035,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.3809523809523809,0.4304112554112554,0.3145363408521302,0.337719298245614,0.236842105263158,0.34107408398026245,0.06490924314528418,164,0.3908621498982945,0.47349949837547284,0.33627363288786,0.4181870383776503,0.2361253087997274,0.37098952566780097,0.08065280045637295
7,0.4405722141265869,0.041371140581922934,0.00254673957824707,0.0031105011533442513,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.44301948051948054,0.4456709956709956,0.3740601503759398,0.3652882205513784,0.3677631578947369,0.3997787480338968,0.03712663698698971,65,0.4828090053107771,0.4449161044483511,0.31485308803349776,0.45250387005245013,0.38088855399046917,0.415194124367109,0.060153771418674444
8,0.3949860095977783,0.08719713200009993,0.0024281978607177735,0.002796361846590077,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.4049242424242424,0.32305194805194803,0.1704260651629073,0.38659147869674176,0.4694235588972432,0.3508542780424932,0.1010376924335271,148,0.4744136975710328,0.3178744005817004,0.2428461187695114,0.486675059704249,0.4156526385151556,0.38749238302832983,0.09376003787060441
9,0.4702465057373047,0.08050577696683302,0.0031456947326660156,0.004243597566898521,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.28192640692640686,0.37694805194805187,0.24999999999999992,0.3452380952380951,0.4047619047619048,0.33145560156429715,0.05767824607243771,177,0.2584265633964429,0.393721409702983,0.25581395348837205,0.3046853625170998,0.34760601915184675,0.31205066165134887,0.05296537250751347
10,0.5610359191894532,0.09894036100525788,0.0008896350860595703,3.0695723091169166e-05,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.4638528138528138,0.323538961038961,0.48621553884711777,0.2857142857142856,0.5024122807017546,0.4120734354000944,0.0893804148252647,48,0.4985126142461366,0.4277389159387741,0.40157760369056994,0.3215886803026058,0.43497466965319215,0.41687849676625566,0.05731285329673501
