,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.061815738677978516,0.011758398792911203,0.000859832763671875,0.00011221606512966471,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6377314814814814,0.6851851851851851,0.6701388888888887,0.7430555555555552,0.6394675925925923,0.6751157407407405,0.03849767398065025,1,0.6312210648148148,0.7063078703703703,0.7540509259259258,0.718605324074074,0.6391782407407407,0.6898726851851851,0.04738030329951042
