,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.19413743019104004,0.05607603329837485,0.0014456748962402345,0.0010401347051056339,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.5332373271889401,0.5356758832565284,0.5122119815668205,0.5314860426929392,0.5603448275862069,0.5344707399577394,0.015268779337099284,1,0.561878362624782,0.5820393869283711,0.5615226576952058,0.5927863126836479,0.5391038612566179,0.567466116237725,0.01857125609204669
