iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0736578445256,0.0730482340489,0.0736205330337,0.908416273791,0.908519553073,0.908379888268,0,0,0,0.376203074
10,0.0715183840486,0.0709422118063,0.0719725718381,0.909813165706,0.909567039106,0.911173184358,0.0300469483568,0.022641509434,0.0591715976331,4.547105218
20,0.0503809628063,0.0499989934082,0.0502049498425,0.908416273791,0.908519553073,0.908379888268,0,0,0,11.729310232
30,0.0372385471613,0.0364137825022,0.0374626448212,0.937139863803,0.939245810056,0.937709497207,0.479015918958,0.502857142857,0.487356321839,22.353096666
40,0.0339392748775,0.0332779139119,0.0340638767919,0.908678191025,0.908519553073,0.908659217877,0.00570342205323,0,0.00607902735562,31.418285701
50,0.0323500531302,0.0316054009191,0.0324813384427,0.963418892963,0.966131284916,0.961731843575,0.757382744644,0.775981524249,0.741020793951,38.826117549
60,0.0277437729435,0.0266310903983,0.0280395637954,0.937139863803,0.940642458101,0.939106145251,0.480519480519,0.522471910112,0.504545454545,46.558392533
70,0.0185896465087,0.0179462568295,0.0186673296926,0.963156975729,0.965083798883,0.961731843575,0.754079254079,0.769585253456,0.740037950664,55.204186423
80,0.0189350642439,0.017871414851,0.0190729293082,0.969966823817,0.972416201117,0.968156424581,0.806958473625,0.826373626374,0.79347826087,62.60260633
90,0.017291625869,0.0165457032816,0.0173835138783,0.964728479134,0.966829608939,0.963966480447,0.766473988439,0.782608695652,0.757973733583,70.344904113
100,0.0150606358175,0.0141769675181,0.0151579747159,0.96595075956,0.966480446927,0.963966480447,0.777651083238,0.779816513761,0.757973733583,77.812874042
110,0.0151584325089,0.0143006830934,0.0151119854886,0.96595075956,0.969273743017,0.963687150838,0.780652418448,0.804444444444,0.760147601476,84.929082154
120,0.0173836522577,0.016385861422,0.017620111564,0.956434433386,0.959497206704,0.955865921788,0.690638561686,0.717073170732,0.684,93.023905223
130,0.0152630192174,0.014306712924,0.0152721306447,0.964553867644,0.966480446927,0.963687150838,0.764227642276,0.778801843318,0.756554307116,100.758487881
140,0.0147179394411,0.0137416476364,0.0144949491539,0.96760956871,0.97032122905,0.967877094972,0.795817281233,0.813186813187,0.792792792793,108.313481181
150,0.0143499219905,0.0134625205108,0.0144766289581,0.965514230836,0.966829608939,0.965083798883,0.772857964347,0.782608695652,0.768946395564,115.817646174
160,0.0154607546733,0.0144038841264,0.0157198995133,0.963244281474,0.965083798883,0.962011173184,0.752207180695,0.767441860465,0.74144486692,123.001971651
170,0.0151357722043,0.0143764934516,0.0147432971151,0.965514230836,0.967527932961,0.967039106145,0.786832164058,0.802547770701,0.789285714286,129.621129199
180,0.0144294892955,0.0133095115177,0.0141953820907,0.966387288284,0.970670391061,0.967597765363,0.794666666667,0.822033898305,0.79649122807,136.40061866
190,0.0164046819542,0.015611320687,0.0164474286074,0.962458529771,0.963337988827,0.961452513966,0.749417249417,0.755244755245,0.737642585551,143.645861883
200,0.0162065917949,0.0151282552968,0.0164683966151,0.962895058495,0.963337988827,0.961452513966,0.748669426375,0.752941176471,0.735632183908,150.490814198
210,0.0136440577353,0.012517246801,0.0134414429066,0.96891915488,0.972416201117,0.968715083799,0.80777537797,0.832271762208,0.801418439716,157.424576777
220,0.0136065638363,0.0125903903297,0.0134775964963,0.968046097433,0.970670391061,0.967039106145,0.799121844127,0.817391304348,0.787003610108,164.5935233
230,0.0135158179289,0.0123802018815,0.0134390902473,0.968482626157,0.971717877095,0.967597765363,0.8,0.82119205298,0.791366906475,171.553325418
240,0.0138224668587,0.0128717106754,0.0132705035238,0.969879518072,0.973463687151,0.970111731844,0.81678173128,0.842975206612,0.814558058925,178.340003965
250,0.0137285260807,0.0127104475795,0.0136694397562,0.968308014667,0.972067039106,0.965921787709,0.800658978583,0.826086956522,0.779783393502,185.399978657
260,0.0140849445834,0.0131966626541,0.0139763919816,0.965514230836,0.966480446927,0.964245810056,0.775440591245,0.780821917808,0.760299625468,193.657389942
270,0.0125261169777,0.0113972458547,0.0125484838089,0.969268377859,0.97311452514,0.969832402235,0.805739514349,0.831509846827,0.805755395683,201.75506299
280,0.0132236595771,0.0122003822745,0.0125437539814,0.968220708923,0.972067039106,0.97094972067,0.811983471074,0.837398373984,0.823129251701,208.881448262
290,0.0121580861763,0.0109992823779,0.0118155028411,0.970490658285,0.974511173184,0.969273743017,0.817887931034,0.845010615711,0.80701754386,216.88299718
300,0.0128863401904,0.0118261378468,0.0127907039657,0.967522262965,0.969972067039,0.968156424581,0.788636363636,0.806306306306,0.79197080292,224.806618139
310,0.0129873729092,0.0118287600197,0.0131368113745,0.966038065305,0.968226256983,0.965083798883,0.776050662061,0.79271070615,0.767225325885,232.218736663
