iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.200674017077,0.201620971602,0.199918813165,0.0919329491881,0.0921787709497,0.0918994413408,0.167853428274,0.167733674776,0.167903762478,0.014367178
10,0.194923805494,0.195667518583,0.194254216287,0.0919329491881,0.0921787709497,0.0918994413408,0.167853428274,0.167733674776,0.167903762478,0.195142794
20,0.196663444875,0.197553961826,0.196157254039,0.0919329491881,0.0921787709497,0.0918994413408,0.167853428274,0.167733674776,0.167903762478,0.415269778
30,0.199470938116,0.200250097646,0.198998265146,0.0918456434433,0.0921787709497,0.0918994413408,0.16784,0.167733674776,0.167903762478,0.627417428
40,0.200558360773,0.201238173673,0.200114920438,0.0915837262092,0.0914804469274,0.0916201117318,0.167799728065,0.167626359565,0.167860798362,1.065939067
50,0.195307609383,0.195904639479,0.194969602295,0.0916710319539,0.0918296089385,0.0918994413408,0.167813149896,0.16768,0.167903762478,1.241849162
60,0.193262763164,0.193615148194,0.19290418967,0.0915837262092,0.0914804469274,0.0918994413408,0.167799728065,0.167626359565,0.167903762478,1.463817912
70,0.19001079262,0.190211189699,0.189770061182,0.0920202549328,0.0928770949721,0.0921787709497,0.167866858697,0.167841127482,0.167946748592,1.670363107
80,0.180310140448,0.180428281608,0.180118273072,0.107386066003,0.108589385475,0.108938547486,0.169995129079,0.170295742606,0.170566822673,1.873318819
90,0.175637607194,0.175660634577,0.175370444566,0.110529072813,0.112430167598,0.11312849162,0.170493404983,0.170906718852,0.171234664578,2.059830574
100,0.174110541737,0.174108649138,0.173903135388,0.120132704732,0.119762569832,0.120670391061,0.171898110107,0.172085385878,0.172450052576,2.248560101
110,0.176840530853,0.176988167318,0.176531766933,0.113235550899,0.114525139665,0.11312849162,0.170654037724,0.171241830065,0.171234664578,2.433923965
120,0.172853916688,0.172811557952,0.172587759507,0.121005762179,0.120111731844,0.12094972067,0.172039473684,0.172141918528,0.17249539837,2.739434584
130,0.172033502828,0.172038157644,0.171797295744,0.12083115069,0.119762569832,0.120391061453,0.172011182371,0.172085385878,0.172404730618,2.946409777
140,0.17091862372,0.170865416562,0.170680576717,0.121529596647,0.121159217877,0.120391061453,0.171988150099,0.172311739559,0.172404730618,3.120738672
