,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.9047292232513428,0.17597770770138016,0.001062917709350586,0.0001056006890712615,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.281060606060606,0.23290043290043289,0.20989974937343361,0.2969924812030075,0.30050125313283216,0.2641535079464141,0.036220997147226576,241,0.26710539637541764,0.2533438567102635,0.2927479147358666,0.274448419797257,0.2600040463412556,0.26952992679201204,0.013578484071485953
1,0.9915341854095459,0.2835862678269484,0.012865924835205078,0.01030567345920849,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.2817640692640692,0.33398268398268394,0.3483709273182957,0.35902255639097735,0.3881892230576442,0.3416765315792775,0.03522410650884853,109,0.3505875679954347,0.4247135217723452,0.41811168698787565,0.35811627019495423,0.2847338935574229,0.36725258810160655,0.05110564936901426
2,1.1218373775482178,0.24863014619571108,0.01157221794128418,0.013339873137571939,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.2613636363636364,0.3871212121212121,0.23809523809523808,0.4041353383458646,0.23558897243107774,0.30550653368159086,0.07439635241992267,168,0.22366946778711486,0.43822747061584755,0.2269151846785226,0.3262819456295137,0.2623352024172818,0.2954858542256561,0.08035180656835472
3,1.398998737335205,0.44509531281105147,0.0010078907012939452,5.000305517730375e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.30573593073593075,0.21374458874458874,0.3746867167919799,0.29761904761904756,0.299404761904762,0.2978815409736463,0.05116508463497406,181,0.25138199858256555,0.2562367115520907,0.44144794478344823,0.28907099512434664,0.33093202397237964,0.31381393480296615,0.06986925767740619
4,1.2664084434509277,0.23956467622014052,0.015176868438720703,0.017629700335088528,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.4238636363636364,0.2595238095238095,0.237468671679198,0.23370927318295734,0.41290726817042617,0.313793452394711,0.08620431748073874,145,0.46361810879883164,0.34952460721418904,0.320438282647585,0.23770125223613595,0.3504121505489495,0.34433888028913817,0.0724349818991507
5,1.8014440059661865,0.45165448775349404,0.006940317153930664,0.010670602168463827,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.39713203463203467,0.3104437229437229,0.3646616541353383,0.29010025062656636,0.5348684210526317,0.3788606617553986,0.08591007975682391,67,0.4347049772811644,0.3921139101861994,0.41409105854122585,0.3072334058954961,0.4862171344387486,0.4068720972685669,0.058767491761492645
6,1.6491502285003663,0.361225360459669,0.012634086608886718,0.02319682885451265,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.20725108225108227,0.3571428571428571,0.2681704260651629,0.26190476190476186,0.30745614035087726,0.28016051877607945,0.050339796010027936,209,0.2693631669535284,0.5069288613583439,0.4082221762985859,0.3445144251635606,0.3742610103075219,0.38065792801630816,0.07802298838816248
7,1.9789591312408448,0.6660732201727856,0.0009906768798828125,0.0001228046309848907,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.3215909090909091,0.44107142857142856,0.29448621553884713,0.5081453634085212,0.19047619047619052,0.35176229027773653,0.11130332475092515,95,0.38834988540870896,0.5392638545012748,0.43174071641717876,0.4815797653414879,0.23059353437260416,0.4143055512082509,0.10475512794311985
8,2.0293458461761475,0.3745506000879842,0.0010166168212890625,9.384174657041798e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.4665584415584415,0.3253246753246753,0.3959899749373433,0.5363408521303257,0.5624373433583961,0.45650553838482893,0.08772457953328296,7,0.41675379900043263,0.5091608604011155,0.4991350755014163,0.49344945815039587,0.522885692738634,0.48827697715839885,0.037132513102305406
9,1.9024802207946778,0.38050924641857337,0.0011570453643798828,0.00013807898335868688,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.27662337662337666,0.37705627705627703,0.45739348370927313,0.30388471177944854,0.25000000000000006,0.33299644037630305,0.0750131188779241,123,0.264962792345854,0.4402537575818936,0.4299973227646987,0.3011539581455359,0.25,0.3372735661675964,0.08167345261121299
10,2.397998237609863,0.6032240666450034,0.0010549545288085938,8.847564096199832e-05,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.45654761904761887,0.35487012987012984,0.37092731829573933,0.3327067669172932,0.243452380952381,0.3527373825428745,0.06852169880313588,94,0.549227966104295,0.46893425497252567,0.5456551661766502,0.394395967538469,0.3661779112360508,0.4648782532055981,0.07532030932401594
