episode,length,time,reward,delta
0,9.0,0.0005169999999452557,0.0,6.882578030826918e-07
1,12.0,0.0005719999999769243,0.0,0.0008020891070139358
2,79.0,0.0034499999999866304,0.0,-4.620526397510253e-05
3,13.0,0.0006329999999934444,0.0,0.0006757067008807662
4,28.0,0.0012469999999780157,0.0,0.00031937772671917315
5,9.0,0.00043999999996913175,0.0,0.000596767425412825
6,36.0,0.0015970000000038453,0.0,-1.9509728779910787e-06
7,24.0,0.0010690000000295186,0.0,0.0005800501057988789
8,8.0,0.0003929999999741085,0.0,0.00016453246037326068
9,32.0,0.0014189999999985048,0.0,0.0003865303408075128
10,12.0,0.0005669999999895481,0.0,0.0004650628986922454
11,8.0,0.00039400000002842717,0.0,8.226623018663039e-05
12,26.0,0.001159999999970296,0.0,0.00015391553396844348
13,16.0,0.00073000000003276,0.0,0.0001932651704037564
14,13.0,0.0006109999999921456,0.0,4.113311509331525e-05
15,25.0,0.0011120000000346408,0.0,0.0003001123791066001
16,6.0,0.00031100000001060835,0.0,0.0001471086540190483
17,17.0,0.0007759999999734646,0.0,-3.434617948739444e-05
18,27.0,0.0012219999999842912,0.0,9.66325852018782e-05
19,12.0,0.0005709999999794491,0.0,-2.3102631987551264e-05
20,23.0,0.0010339999999473548,0.0,0.00045961558149622473
21,34.0,0.0015099999999961256,0.0,7.838501497508296e-05
22,17.0,0.0007759999999734646,0.0,0.00023253144934612272
23,12.0,0.0005610000000046966,0.0,0.00017034793415640354
24,13.0,0.0006020000000148684,0.0,0.00015968886335958657
25,39.0,0.0017159999999876163,0.0,-9.754864389954852e-07
26,12.0,0.0005610000000046966,0.0,0.00018641116232022035
27,21.0,0.0009459999999990032,0.0,0.00018467758849142482
28,34.0,0.0015070000000036998,0.0,-5.3313319574752657e-05
29,19.0,0.0008619999999837091,0.0,0.0005774374853097826
30,5.0,0.00026500000001306034,0.0,9.233879424571246e-05
31,24.0,0.001079000000004271,0.0,9.930444764701541e-05
32,33.0,0.0014439999999922293,0.0,0.0007317488195876466
33,14.0,0.0006469999999580978,0.0,0.0003469583457850166
34,21.0,0.0009539999999788051,0.0,0.0003601619980540274
35,18.0,0.0008280000000127075,0.0,4.965222382350765e-05
36,25.0,0.0011140000000295913,0.0,0.0006794011377505363
37,13.0,0.0006030000000123437,0.0,-0.00016348817450351498
38,13.0,0.0006139999999845713,0.0,0.00015366620671321306
39,8.0,0.0003900000000385262,0.0,0.00018646978883221307
40,23.0,0.0010239999999726024,0.0,0.00012301288278761876
41,15.0,0.0006859999999733191,0.0,0.00021066960806469216
42,17.0,0.0007840000000101099,0.0,0.00020681447999128884
43,33.0,0.001449000000036449,0.0,0.0003658744097938233
44,11.0,0.0005279999999743268,0.0,6.150644139380943e-05
45,8.0,0.00039100000003600144,0.0,0.00033970056887526814
46,26.0,0.001163000000019565,0.0,0.00014960946624230094
47,22.0,0.000983000000019274,0.0,-3.6760839801024126e-05
48,58.0,0.002507999999977528,0.0,0.00023588213688161626
