iterations,fitness,time,fevals
0,545.0,10.988132159,1000
10,579.0,21.494119328,2100
20,645.0,34.394322596,3200
30,675.0,49.412364024,4300
40,703.0,59.985816361,5400
50,729.0,68.458629211,6500
60,739.0,76.940555239,7600
70,747.0,85.386202622,8700
80,753.0,93.038092712,9800
90,751.0,100.058784257,10900
100,755.0,106.975013587,12000
110,759.0,115.693433113,13100
120,759.0,125.305217586,14200
130,757.0,143.554241268,15300
140,757.0,159.075340528,16400
150,757.0,174.968024023,17500
160,759.0,189.083851634,18600
170,761.0,203.09374515,19700
180,757.0,217.40749496,20800
190,755.0,232.669643893,21900
200,757.0,246.301354233,23000
210,757.0,258.965270249,24100
220,757.0,272.826109768,25200
230,757.0,285.992918725,26300
240,757.0,299.268580704,27400
250,757.0,312.277910032,28500
260,763.0,327.755993686,29600
270,761.0,342.386268961,30700
280,757.0,357.730534525,31800
290,761.0,372.60602311,32900
300,755.0,386.228698633,34000
310,761.0,400.027080571,35100
320,761.0,414.628107864,36200
330,759.0,430.345126655,37300
340,763.0,443.654742699,38400
350,761.0,455.078575866,39500
360,763.0,467.371909485,40600
370,765.0,480.24306836,41700
380,765.0,493.189292389,42800
390,763.0,505.162910777,43900
400,765.0,517.724329554,45000
410,765.0,528.155669868,46100
420,763.0,539.491062228,47200
430,767.0,550.321769729,48300
440,765.0,561.48391257,49400
450,769.0,573.202340659,50500
460,769.0,585.225288508,51600
470,769.0,598.470534163,52700
480,771.0,611.467452221,53800
490,769.0,623.469798691,54900
500,771.0,636.736383745,56000
510,769.0,649.978593706,57100
520,767.0,662.210303674,58200
530,769.0,673.877628307,59300
540,767.0,687.102813388,60400
550,769.0,699.076154408,61500
560,771.0,711.632175437,62600
570,771.0,723.706874475,63700
580,771.0,735.757912293,64800
590,773.0,746.066930328,65900
600,769.0,756.153684651,67000
610,773.0,766.350723751,68100
620,773.0,777.656835333,69200
630,775.0,789.643264776,70300
640,771.0,801.542207282,71400
650,777.0,814.150327498,72500
660,773.0,825.696312653,73600
670,779.0,837.831150885,74700
680,775.0,850.886209462,75800
690,775.0,862.056438839,76900
700,775.0,872.748793058,78000
710,777.0,882.96913881,79100
720,773.0,893.875221642,80200
730,777.0,906.168647882,81300
740,777.0,917.660974457,82400
750,777.0,928.561619127,83500
760,779.0,939.181249826,84600
770,781.0,950.853701519,85700
780,779.0,962.783902854,86800
790,777.0,976.309180509,87900
800,781.0,987.276998619,89000
810,777.0,999.422007534,90100
820,777.0,1011.22136925,91200
830,777.0,1023.8533994,92300
840,777.0,1036.40380242,93400
850,777.0,1048.80923279,94500
860,777.0,1061.12132514,95600
870,775.0,1074.80961827,96700
880,783.0,1088.06086941,97800
890,781.0,1099.88696178,98900
900,781.0,1112.61498927,100000
910,781.0,1123.88134725,101100
920,781.0,1134.52441996,102200
930,783.0,1146.10377709,103300
940,781.0,1159.33516682,104400
950,779.0,1170.65144095,105500
960,785.0,1183.17808148,106600
970,779.0,1197.38186456,107700
980,783.0,1214.05820029,108800
990,783.0,1232.32282198,109900
1000,781.0,1246.04968904,111000
1010,783.0,1262.81150403,112100
1020,783.0,1274.64035617,113200
1030,779.0,1286.05438026,114300
1040,783.0,1296.82220592,115400
1050,783.0,1308.36267511,116500
1060,781.0,1320.80328575,117600
1070,785.0,1333.33004359,118700
1080,785.0,1345.30314484,119800
1090,781.0,1358.56194493,120900
1100,783.0,1370.17729856,122000
1110,783.0,1382.28232878,123100
1120,787.0,1397.78566554,124200
1130,783.0,1412.28476558,125300
1140,783.0,1427.12890098,126400
1150,785.0,1441.10654814,127500
1160,789.0,1451.37408086,128600
1170,787.0,1461.44850539,129700
1180,787.0,1470.68377645,130800
1190,785.0,1478.54025802,131900
1200,787.0,1486.23276435,133000
1210,787.0,1494.01781221,134100
1220,787.0,1502.00248138,135200
1230,787.0,1509.85074628,136300
1240,789.0,1517.61178445,137400
1250,785.0,1525.48259804,138500
1260,789.0,1535.59644705,139600
1270,789.0,1546.43661995,140700
1280,787.0,1555.9834033,141800
1290,791.0,1564.80340944,142900
1300,791.0,1573.26651564,144000
1310,787.0,1582.22334876,145100
1320,789.0,1591.52301646,146200
1330,787.0,1601.08426078,147300
1340,787.0,1611.46138292,148400
1350,787.0,1620.50047687,149500
1360,787.0,1629.63479836,150600
1370,789.0,1638.72455245,151700
1380,789.0,1647.2729453,152800
1390,789.0,1655.87325736,153900
1400,789.0,1663.79387035,155000
1410,789.0,1672.27987002,156100
1420,789.0,1680.67077925,157200
1430,789.0,1689.17343039,158300
1440,787.0,1697.50706868,159400
1450,789.0,1705.65988169,160500
1460,785.0,1715.31387416,161600
1470,789.0,1724.65635317,162700
1480,789.0,1733.95407558,163800
1490,789.0,1742.09031406,164900
1500,789.0,1749.91504462,166000
1510,789.0,1760.60830675,167100
1520,785.0,1770.04043627,168200
1530,785.0,1779.88769336,169300
1540,787.0,1789.49941893,170400
1550,791.0,1798.94353823,171500
1560,785.0,1807.01941361,172600
1570,789.0,1814.68605497,173700
1580,785.0,1822.38466075,174800
1590,789.0,1830.06482801,175900
1600,787.0,1837.75963615,177000
1610,787.0,1845.64925262,178100
1620,789.0,1853.29534389,179200
1630,785.0,1860.86513377,180300
1640,789.0,1868.32972171,181400
1650,787.0,1875.98902206,182500
1660,789.0,1883.78688011,183600
1670,789.0,1891.68807696,184700
1680,789.0,1900.6966829,185800
1690,791.0,1909.73859615,186900
1700,793.0,1918.51526035,188000
1710,789.0,1927.51114681,189100
1720,789.0,1937.06278431,190200
1730,787.0,1946.31101046,191300
1740,791.0,1956.92835258,192400
1750,789.0,1965.27561515,193500
1760,791.0,1973.52509049,194600
1770,791.0,1981.32276524,195700
1780,791.0,1989.03298503,196800
1790,789.0,1996.91201386,197900
1800,789.0,2004.67507106,199000
1810,787.0,2012.45525684,200100
1820,795.0,2020.32023502,201200
1830,797.0,2028.08814887,202300
1840,795.0,2035.71085182,203400
1850,797.0,2043.52204356,204500
1860,793.0,2050.96915477,205600
1870,793.0,2058.49048016,206700
1880,793.0,2066.33812208,207800
1890,793.0,2074.03908473,208900
1900,793.0,2081.77599434,210000
1910,793.0,2089.320117,211100
1920,795.0,2096.88480712,212200
1930,795.0,2104.56195869,213300
1940,795.0,2112.22269987,214400
1950,795.0,2119.86244653,215500
1960,795.0,2127.39424132,216600
1970,795.0,2135.02301236,217700
1980,793.0,2142.58483131,218800
1990,793.0,2150.36742608,219900
2000,797.0,2158.15185314,221000
2010,793.0,2165.8433907,222100
2020,797.0,2173.3204573,223200
2030,795.0,2180.68528082,224300
2040,793.0,2188.42418486,225400
2050,791.0,2196.15432285,226500
2060,793.0,2203.8703844,227600
2070,795.0,2211.99891736,228700
2080,799.0,2220.85236261,229800
2090,793.0,2230.08482965,230900
2100,801.0,2238.4679994,232000
2110,795.0,2246.81036976,233100
2120,799.0,2255.00108179,234200
2130,797.0,2264.1970512,235300
2140,797.0,2273.96995532,236400
