steps,time,reward,delta,converged
1,0.0028469999999742868,0.0,0.0003317805336428192,False
2,0.0004729999999995016,0.0,0.0003317805336428192,False
3,0.0011149999999702231,0.0,0.0003317805336428192,False
4,0.0009230000000002292,0.0,0.0003317805336428192,False
5,0.0008229999999684878,0.0,0.0003317805336428192,False
6,0.00027899999997771374,0.0,0.0003317805336428192,False
7,0.0009489999999914289,0.0,0.0003317805336428192,False
8,0.0003990000000158034,0.0,0.0003317805336428192,False
9,0.0009509999999863794,0.0,0.0004337325198750327,False
10,0.0010580000000004475,0.0,0.0004337325198750327,False
11,0.001163000000019565,0.0,0.0004337325198750327,False
12,0.0007420000000024629,0.0,0.0004337325198750327,False
13,0.0008819999999900574,0.0,0.0004337325198750327,False
14,0.0012039999999728934,0.0,0.0004337325198750327,False
15,0.0005390000000033979,0.0,0.0004337325198750327,False
16,0.002980000000036398,0.0,0.0004337325198750327,False
17,0.0002709999999979118,0.0,0.0004337325198750327,False
18,0.0006270000000085929,0.0,0.0004337325198750327,False
19,0.0008010000000240325,0.0,0.0004337325198750327,False
20,0.0010329999999498796,0.0,0.0004337325198750327,False
21,0.0007689999999911379,0.0,0.0005498847351139332,False
22,0.00023099999998521525,0.0,0.0005498847351139332,False
23,0.0015250000000150976,0.0,0.0005498847351139332,False
24,0.000868000000025404,0.0,0.0005498847351139332,False
25,0.0021809999999504726,0.0,0.0005498847351139332,False
26,0.0008240000000228065,0.0,0.0005498847351139332,False
27,0.0012120000000095388,0.0,0.0005498847351139332,False
28,0.001423999999985881,0.0,0.0005498847351139332,False
29,0.0013820000000350774,0.0,0.0005498847351139332,False
30,0.0006099999999946704,0.0,0.0005498847351139332,False
31,0.0013429999999630127,0.0,0.0005498847351139332,False
32,0.0019310000000132277,0.0,0.0005498847351139332,False
33,0.0015109999999936008,0.0,0.0005498847351139332,False
34,0.0006510000000048421,0.0,0.0005498847351139332,False
35,0.0019800000000032014,0.0,0.0005498847351139332,False
36,0.0009800000000268483,0.0,0.0005498847351139332,False
37,0.0008700000000203545,0.0,0.0005498847351139332,False
38,0.001282000000003336,0.0,0.0005498847351139332,False
39,0.0006179999999744723,0.0,0.0005498847351139332,False
40,0.0006979999999998654,0.0,0.0005498847351139332,False
41,0.001170999999999367,0.0,0.0005498847351139332,False
42,0.00040299999994886093,0.0,0.0005498847351139332,False
43,0.000803000000018983,0.0,0.0005498847351139332,False
44,0.00048500000002604793,0.0,0.0005498847351139332,False
45,0.0012529999999628672,0.0,0.0005498847351139332,False
46,0.0004380000000310247,0.0,0.0005498847351139332,False
47,0.00040999999998803105,0.0,0.0005498847351139332,False
48,0.0003150000000005093,0.0,0.0005498847351139332,False
49,0.002586000000007971,0.0,0.0005498847351139332,False
50,0.002147999999976946,0.0,0.0005498847351139332,False
51,0.0018620000000169057,0.0,0.0005498847351139332,False
52,0.002499000000000251,0.0,0.0005498847351139332,False
53,0.0004870000000209984,0.0,0.0005498847351139332,False
54,0.0006799999999884676,0.0,0.0005498847351139332,False
55,0.0009939999999915017,0.0,0.0005498847351139332,False
56,0.0003140000000030341,0.0,0.0005498847351139332,False
57,0.001282000000003336,0.0,0.0005498847351139332,False
58,0.0003609999999980573,0.0,0.0005498847351139332,False
59,0.0004410000000234504,0.0,0.0005498847351139332,False
60,0.0012189999999918655,0.0,0.0005498847351139332,False
61,0.001182000000028438,0.0,0.0005498847351139332,False
