episode,length,time,reward,delta
0,500.0,0.02211899999997513,-2382.0,-0.04896172290006073
1,322.0,0.014043000000128814,-1905.0,99.9992967134732
2,418.0,0.018177000000150656,-1110.0,49.9996483567366
3,184.0,0.008062000000109038,-777.0,24.9998241783683
4,109.0,0.004828999999972439,-405.0,12.49991208918415
5,80.0,0.003521999999975378,-79.0,6.249956044592082
6,105.0,0.004652999999962049,-203.0,3.124978022296048
7,26.0,0.0011770000000979053,-25.0,1.5624890111480312
8,27.0,0.001220999999986816,73.0,0.7812445055740085
9,57.0,0.0025669999999990978,-155.0,0.39062225278699714
10,33.0,0.0014770000000225991,67.0,0.19531112639349146
11,30.0,0.0013979999998809944,70.0,0.09765556319673863
12,76.0,0.0033450000000811997,-273.0,0.04882778159837642
13,39.0,0.0017390000000432337,-137.0,0.024413890799181104
14,105.0,0.004659000000174274,-302.0,0.012206945399597657
15,93.0,0.004077000000052067,-191.0,0.006103472699791723
16,74.0,0.003367000000025655,-370.0,0.003051736349888756
17,36.0,0.0016359999999622232,64.0,0.0015258681749372727
18,23.0,0.0010539999998400162,-22.0,0.0007629340874615309
19,17.0,0.0007899999998244311,-16.0,0.0003814670437378709
20,171.0,0.007554000000027372,-1358.0,0.00019073352187604087
21,46.0,0.0020400000000790897,-243.0,9.5366760930915e-05
22,43.0,0.0019070000000738219,-42.0,4.7683380458352076e-05
23,85.0,0.0037820000000010623,-678.0,2.3841690236281465e-05
24,22.0,0.001017000000047119,78.0,1.192084512524616e-05
25,34.0,0.0015220000000226719,-231.0,5.960422569728507e-06
26,198.0,0.008575000000064392,-1781.0,2.9802112777588263e-06
27,100.0,0.0043719999998756975,-891.0,1.4901056459848405e-06
28,38.0,0.0017010000001391745,-136.0,7.450528158869929e-07
29,81.0,0.003618000000187749,-773.0,3.725264008380691e-07
30,20.0,0.0009150000000772707,80.0,1.862631933136072e-07
31,14.0,0.0006549999998242129,86.0,9.313158955137624e-08
32,30.0,0.0013570000000981963,-128.0,4.6565801881115476e-08
33,23.0,0.0010359999998854619,-22.0,2.3282908045985096e-08
34,14.0,0.0006520000001728476,86.0,1.1641461128419905e-08
35,100.0,0.004349000000047454,-792.0,5.820723458782595e-09
36,16.0,0.0007510000000365835,84.0,2.910368834818655e-09
37,12.0,0.0005700000001525041,88.0,1.45517731198197e-09
38,22.0,0.0009979999999814027,78.0,7.275815505636274e-10
39,19.0,0.0008730000001833105,81.0,3.637836698544561e-10
40,14.0,0.000666000000137501,86.0,1.8188472949987045e-10
41,26.0,0.0012389999999413703,74.0,9.093525932257762e-11
42,47.0,0.0020799999999780994,-244.0,4.546052423393121e-11
43,25.0,0.0011899999999513966,75.0,2.2723156689608004e-11
44,33.0,0.001478999999790176,-32.0,1.1354472917446401e-11
45,37.0,0.0016550000000279397,-36.0,5.6701310313655995e-12
46,16.0,0.0007429999998294079,84.0,2.8279600883251987e-12
47,33.0,0.001471999999921536,-230.0,1.4068746168049984e-12
48,28.0,0.0012710000000879518,-27.0,6.963318810448982e-13
49,24.0,0.0011120000001483277,76.0,3.552713678800501e-13
50,70.0,0.0030770000000757136,-366.0,1.8474111129762605e-13
51,14.0,0.0006539999999404245,86.0,9.947598300641403e-14
52,23.0,0.001044999999976426,-22.0,4.263256414560601e-14
53,23.0,0.0010529999999562278,77.0,1.4210854715202004e-14
54,36.0,0.0016580000001340522,-134.0,1.4210854715202004e-14
55,29.0,0.001310000000103173,-226.0,1.4210854715202004e-14
56,24.0,0.0011309999999866704,-23.0,1.4210854715202004e-14
57,44.0,0.0019430000002103043,-340.0,1.4210854715202004e-14
58,17.0,0.0008020000000215077,83.0,1.4210854715202004e-14
59,25.0,0.001123999999890657,-24.0,1.4210854715202004e-14
60,36.0,0.001606000000037966,-35.0,1.4210854715202004e-14
61,34.0,0.001606000000037966,-132.0,1.4210854715202004e-14
62,17.0,0.0007909999999355932,83.0,1.4210854715202004e-14
63,20.0,0.0009169999998448475,80.0,1.4210854715202004e-14
64,23.0,0.0010599999998248677,77.0,1.4210854715202004e-14
65,92.0,0.004030999999940832,-784.0,1.4210854715202004e-14
66,43.0,0.0019730000001345616,-42.0,1.4210854715202004e-14
67,30.0,0.0013630000000830478,-29.0,1.4210854715202004e-14
68,80.0,0.0034990000001471344,-475.0,1.4210854715202004e-14
69,16.0,0.0007729999999810389,84.0,1.4210854715202004e-14
70,47.0,0.002095000000053915,-244.0,1.4210854715202004e-14
71,48.0,0.002138000000059037,-245.0,1.4210854715202004e-14
72,14.0,0.000661000000036438,86.0,1.4210854715202004e-14
73,30.0,0.0013599999999769352,-29.0,1.4210854715202004e-14
74,26.0,0.0011710000001130538,74.0,1.4210854715202004e-14
