episode,length,time,reward,delta
0,82.0,0.0037430000002132147,18.0,100.0
1,500.0,0.02175200000010591,-2184.0,-0.1335700000000002
2,135.0,0.005913999999847874,-233.0,10.0
3,69.0,0.0031020000001262815,-68.0,1.0
4,73.0,0.003230999999686901,-72.0,0.09999999999999432
5,21.0,0.0009759999998095736,79.0,0.010000000000005116
6,102.0,0.004478000000290194,-299.0,0.0010000000000047748
7,34.0,0.0015210000001388835,66.0,0.00010000000000331966
8,30.0,0.0013610000000880973,-29.0,1.0000000003174137e-05
9,39.0,0.0017929999999068968,61.0,9.999999974752427e-07
10,76.0,0.0034009999999398133,-273.0,9.999999406318238e-08
11,55.0,0.002432000000226253,-54.0,9.999993721976352e-09
12,27.0,0.0012200000001030276,73.0,1.0000036354540498e-09
13,19.0,0.0008700000003045716,81.0,1.000017846308765e-10
14,53.0,0.0023920000003272435,-151.0,1.000444171950221e-11
15,40.0,0.0017980000002353336,-39.0,9.947598300641403e-13
16,37.0,0.0016620000001239532,-234.0,9.947598300641403e-14
17,117.0,0.0051640000001498265,-809.0,1.4210854715202004e-14
18,35.0,0.001633000000310858,-133.0,0.0
19,21.0,0.0009629999999560823,-20.0,0.0
20,15.0,0.0007049999999253487,85.0,0.0
21,13.0,0.0006159999998089916,-12.0,0.0
22,17.0,0.0008119999997688865,-16.0,0.0
23,68.0,0.003099000000020169,-562.0,0.0
24,43.0,0.001981000000341737,-141.0,0.0
25,22.0,0.0010200000001532317,-21.0,0.0
26,29.0,0.0013159999998606509,-28.0,0.0
27,23.0,0.0010489999999663269,-22.0,0.0
28,12.0,0.0005700000001525041,88.0,0.0
29,22.0,0.0010130000000572181,78.0,0.0
30,14.0,0.0007009999999354477,86.0,0.0
31,45.0,0.001995000000079017,-341.0,0.0
32,12.0,0.0005729999998038693,88.0,0.0
33,20.0,0.0009260000001631852,-19.0,0.0
34,47.0,0.0020669999998972344,-244.0,0.0
35,48.0,0.002296000000114873,-344.0,0.0
36,22.0,0.0010119999997186824,78.0,0.0
37,12.0,0.0005799999998998828,88.0,0.0
38,94.0,0.004136999999900581,-984.0,0.0
39,18.0,0.0008299999999508145,82.0,0.0
40,44.0,0.0019519999996191473,-241.0,0.0
41,12.0,0.0005839999998897838,88.0,0.0
42,48.0,0.002140999999937776,-344.0,0.0
43,20.0,0.0009140000001934823,80.0,0.0
44,16.0,0.0007550000000264845,84.0,0.0
45,38.0,0.0016909999999370484,-235.0,0.0
46,15.0,0.0007029999997030245,85.0,0.0
47,12.0,0.0005809999997836712,88.0,0.0
48,12.0,0.0005719999999200809,88.0,0.0
49,26.0,0.0011709999998856802,-124.0,0.0
50,14.0,0.0006520000001728476,86.0,0.0
51,62.0,0.0027289999998174608,-457.0,0.0
52,39.0,0.0017339999999421707,-236.0,0.0
53,39.0,0.0017229999998562562,-335.0,0.0
54,35.0,0.001550999999835767,-34.0,0.0
55,12.0,0.0005799999998998828,88.0,0.0
56,27.0,0.001213000000007014,-26.0,0.0
57,25.0,0.001126000000112981,-123.0,0.0
58,14.0,0.0006510000002890592,86.0,0.0
59,14.0,0.0007230000001072767,86.0,0.0
60,21.0,0.0009569999997438572,-20.0,0.0
61,24.0,0.0010830000001078588,-23.0,0.0
62,37.0,0.001649999999699503,-36.0,0.0
