steps,time,reward,delta,converged
1,0.0041039999998702115,0.12222222222222222,100.0,False
2,0.021919000000025335,-3.7664670658682633,100.0,False
3,0.02176000000008571,-1.592814371257485,100.0,False
4,0.007757000000083281,-0.9888268156424581,100.0,False
5,0.009002000000009502,-1.4685990338164252,100.0,False
6,0.010974000000032902,-1.3818897637795275,100.0,False
7,0.011576999999988402,-0.9924528301886792,100.0,False
8,0.008414000000129818,-0.9896373056994818,100.0,False
9,0.009399000000030355,-1.4532710280373833,100.0,False
10,0.005310999999892374,-0.1652892561983471,100.0,False
11,0.00726200000008248,-0.39520958083832336,100.0,False
12,0.0023019999998723506,0.9423076923076923,100.0,False
13,0.005327000000079352,-0.17886178861788618,100.0,False
14,0.0039380000000619475,0.1348314606741573,100.0,False
15,0.0037170000000514847,0.1744186046511628,100.0,False
16,0.010775999999850683,-1.3927125506072875,100.0,False
17,0.005011999999851469,-0.9826086956521739,100.0,False
18,0.00623900000005051,-0.9861111111111112,100.0,False
19,0.0019320000001243898,1.2954545454545454,100.0,False
20,0.0025960000000395667,0.6833333333333333,100.0,False
21,0.005030999999917185,-0.12931034482758622,100.0,False
22,0.0035509999997884734,0.23170731707317074,100.0,False
23,0.004830000000083601,-0.9821428571428571,100.0,False
24,0.002594000000044616,0.7413793103448276,100.0,False
25,0.00296899999989364,0.4852941176470588,100.0,False
26,0.0027840000000196596,0.6031746031746031,100.0,False
27,0.0020480000000588916,1.148936170212766,100.0,False
28,0.00451799999996183,-0.019417475728155338,100.0,False
29,0.0020099999999274587,1.1956521739130435,100.0,False
30,0.004565000000184227,-1.9326923076923077,100.0,False
31,0.004516999999850668,-0.9805825242718447,100.0,False
32,0.002058000000033644,1.148936170212766,100.0,False
33,0.004433999999946536,-0.9803921568627451,100.0,False
34,0.0013679999999567372,2.3666666666666667,100.0,False
35,0.005278000000089378,-0.9834710743801653,100.0,False
36,0.0012309999999615684,2.607142857142857,100.0,False
37,0.0032400000000052387,0.36486486486486486,100.0,False
