steps,time,reward,delta,converged
1,0.0015720000000101209,0.0,0.0005134594608474486,False
2,0.005534000000011474,0.0,0.0006005038345139546,False
3,0.0003260000000864238,0.0,0.0006005038345139546,False
4,0.006267999999977292,0.0,0.0006005038345139546,False
5,0.0051959999999553474,0.0,0.0006005038345139546,False
6,0.001770000000078653,0.0,0.0006005038345139546,False
7,0.0025530000000344444,0.0,0.0006005038345139546,False
8,0.0020980000000463406,0.0,0.0006005038345139546,False
9,0.0003649999999879583,0.0,0.0006005038345139546,False
10,0.0018290000000433793,0.0,0.0006005038345139546,False
11,0.006187999999951899,0.0,0.0006005038345139546,False
12,0.0028509999999641877,0.0,0.0006005038345139546,False
13,0.0009059999999863066,0.0,0.0006005038345139546,False
14,0.0016699999999900683,0.0,0.0006005038345139546,False
15,0.0012639999999919382,0.0,0.0006005038345139546,False
16,0.000678000000107204,0.0,0.0006005038345139546,False
17,0.005729999999971369,0.0,0.0006005038345139546,False
18,0.0004999999999881766,0.0,0.0006005038345139546,False
19,0.0030169999999998254,0.0,0.0006005038345139546,False
20,0.0004040000000031796,0.0,0.0006005038345139546,False
21,0.001680999999962296,0.0,0.0006005038345139546,False
22,0.0025449999999409556,0.0,0.0006005038345139546,False
23,0.000657000000046537,0.0,0.0006005038345139546,False
24,0.004879999999957363,0.0,0.0006005038345139546,False
25,0.003715000000056534,0.0,0.0006005038345139546,False
26,0.0009519999999838547,0.0,0.0006005038345139546,False
27,0.003558999999995649,0.0,0.0006005038345139546,False
28,0.004206999999951222,0.0,0.0006005038345139546,False
29,0.0021399999999403008,0.0,0.0006005038345139546,False
30,0.0012449999999262218,0.0,0.0006005038345139546,False
31,0.0023270000000366053,0.0,0.0006005038345139546,False
32,0.0004159999999728825,0.0,0.0006005038345139546,False
33,0.00023399999997764098,0.0,0.0006005038345139546,False
34,0.0011969999999337233,0.0,0.0006005038345139546,False
35,0.0028330000000096334,0.0,0.0006005038345139546,False
36,0.000505999999973028,0.0,0.0006005038345139546,False
37,0.002190999999925225,0.0,0.0006005038345139546,False
38,0.0008260000000746004,0.0,0.0006005038345139546,False
39,0.0011839999999665451,0.0,0.0006005038345139546,False
40,0.0017790000000559303,0.0,0.0006005038345139546,False
41,0.0006990000000541841,0.0,0.0006005038345139546,False
42,0.0006969999999455467,0.0,0.0006005038345139546,False
43,0.004182000000014341,0.0,0.0006005038345139546,False
44,0.00031599999999798456,0.0,0.0006005038345139546,False
45,0.0007410000000618311,0.0,0.0006005038345139546,False
46,0.004366000000004533,0.0,0.0006005038345139546,False
47,0.002071000000000822,0.0,0.0006005038345139546,False
48,0.0010379999999940992,0.0,0.0006005038345139546,False
49,0.0003950000000259024,0.0,0.0006005038345139546,False
50,0.000367999999980384,0.0,0.0006005038345139546,False
51,0.0009099999999762076,0.0,0.0006005038345139546,False
52,0.0023189999999431166,0.0,0.0006005038345139546,False
53,0.0025359999999636784,0.0,0.0006005038345139546,False
54,0.0007429999999430947,0.0,0.0006005038345139546,False
55,0.009018000000082793,0.0,0.0006005038345139546,False
56,0.005169000000023516,0.0,0.0006005038345139546,False
57,0.0025709999999889988,0.0,0.0006005038345139546,False
58,0.0017279999999573192,0.0,0.0006005038345139546,False
59,0.0005509999999731008,0.0,0.0006005038345139546,False
60,0.0024809999999888532,0.0,0.0006005038345139546,False
61,0.00037300000008144707,0.0,0.0006005038345139546,False
62,0.0019840000001067892,0.0,0.0006005038345139546,False
63,0.0009479999999939537,0.0,0.0006005038345139546,False
64,0.004545000000007349,0.0,0.0006005038345139546,False
65,0.0003449999999247666,0.0,0.0006005038345139546,False
66,0.0005320000000210712,0.0,0.0006005038345139546,False
67,0.0006210000000237414,0.0,0.0006005038345139546,False
68,0.0013820000000350774,0.0,0.0006005038345139546,False
69,0.002881999999999607,0.0,0.0006005038345139546,False
70,0.0005320000000210712,0.0,0.0006005038345139546,False
71,0.0003150000000005093,0.0,0.0006005038345139546,False
72,0.0012490000000298096,0.0,0.0006005038345139546,False
73,0.0016319999999723223,0.0,0.0006005038345139546,False
74,0.0008699999999635111,0.0,0.0006005038345139546,False
75,0.00023399999997764098,0.0,0.0006005038345139546,False
76,0.0003790000000662985,0.0,0.0006005038345139546,False
77,0.001314000000093074,0.0,0.0006005038345139546,False
