episode,length,time,reward,delta
0,92.0,0.004178000000138127,8.0,100.0
1,240.0,0.01058999999986554,-833.0,10.0
2,129.0,0.005687999999736348,-227.0,1.0
3,173.0,0.007516000000123313,-271.0,0.09999999999999432
4,51.0,0.0022589999998672283,-50.0,0.010000000000005116
5,36.0,0.0016039999995882681,64.0,0.0010000000000047748
6,55.0,0.0024129999997057894,-54.0,0.00010000000000331966
7,27.0,0.0012179999998807034,73.0,1.0000000003174137e-05
8,49.0,0.002163000000109605,51.0,9.999999974752427e-07
9,36.0,0.0016130000003613532,64.0,9.999999406318238e-08
10,41.0,0.0018890000001192675,59.0,9.999993721976352e-09
11,27.0,0.0012219999998706044,73.0,1.0000036354540498e-09
12,43.0,0.0019139999999424617,57.0,1.000017846308765e-10
13,19.0,0.0008649999999761349,-18.0,1.000444171950221e-11
14,26.0,0.0011800000002040179,74.0,9.947598300641403e-13
15,21.0,0.0009549999999762804,79.0,9.947598300641403e-14
16,35.0,0.001573000000007596,-34.0,1.4210854715202004e-14
17,14.0,0.0006599999996979022,86.0,0.0
18,28.0,0.0012669999996433035,72.0,0.0
19,17.0,0.0007900000000518048,83.0,0.0
20,18.0,0.0008279999997284904,82.0,0.0
21,27.0,0.0012280000000828295,73.0,0.0
22,23.0,0.001099999999951251,77.0,0.0
23,16.0,0.00074399999994057,84.0,0.0
24,18.0,0.0008460000003651658,82.0,0.0
25,14.0,0.0006769999999960419,86.0,0.0
26,16.0,0.0007409999998344574,84.0,0.0
27,17.0,0.0007829999999557913,83.0,0.0
28,20.0,0.0009250000002793968,-19.0,0.0
29,19.0,0.0008739999998397252,81.0,0.0
30,14.0,0.0006549999998242129,86.0,0.0
31,25.0,0.0011289999997643463,-24.0,0.0
32,14.0,0.0006669999997939158,86.0,0.0
33,23.0,0.0010879999999815482,77.0,0.0
34,15.0,0.0007110000001375738,85.0,0.0
35,14.0,0.0006529999996018887,86.0,0.0
36,14.0,0.0006680000001324515,86.0,0.0
37,30.0,0.0013460000000122818,-128.0,0.0
38,14.0,0.0006569999995917897,86.0,0.0
39,14.0,0.0006579999999303254,86.0,0.0
40,23.0,0.0010879999999815482,-22.0,0.0
41,17.0,0.00079600000026403,83.0,0.0
42,16.0,0.0007490000002690067,84.0,0.0
43,14.0,0.000661000000036438,86.0,0.0
44,18.0,0.0008550000002287561,82.0,0.0
45,16.0,0.00079600000026403,84.0,0.0
46,16.0,0.0007529999998041603,84.0,0.0
47,16.0,0.0007480000003852183,84.0,0.0
48,14.0,0.0006739999998899293,86.0,0.0
49,14.0,0.0006600000001526496,86.0,0.0
50,16.0,0.0007460000001628941,84.0,0.0
