episode,length,time,reward,delta
0,500.0,0.022272000000157277,-3174.0,-0.2431640625
1,478.0,0.02100700000028155,-1863.0,100.0
2,253.0,0.0110779999999977,-945.0,50.0
3,114.0,0.0050710000000435684,-608.0,25.0
4,79.0,0.0034820000000763685,-177.0,12.5
5,56.0,0.0025019999998221465,-55.0,6.25
6,117.0,0.005182999999760796,-413.0,3.125
7,21.0,0.0009790000003704336,-20.0,1.5625
8,37.0,0.001659999999901629,-36.0,0.78125
9,49.0,0.002191000000038912,-48.0,0.390625
10,37.0,0.0016770000001997687,-36.0,0.1953125
11,61.0,0.002773000000161119,-159.0,0.09765625
12,31.0,0.0013959999996586703,-30.0,0.048828125
13,59.0,0.002624000000196247,-256.0,0.0244140625
14,26.0,0.0011859999999614956,-25.0,0.01220703125
15,21.0,0.0009900000000016007,-20.0,0.006103515625
16,26.0,0.0011779999999816937,74.0,0.0030517578125
17,31.0,0.001400999999987107,-129.0,0.00152587890625
18,153.0,0.006741000000147324,-1241.0,0.000762939453125
19,41.0,0.0018980000004376052,-238.0,0.0003814697265625
20,20.0,0.0009210000002894958,80.0,0.00019073486328125
21,18.0,0.0008379999999306165,82.0,9.5367431640625e-05
22,23.0,0.0010699999997996201,-22.0,4.76837158203125e-05
23,59.0,0.0026090000001204317,-256.0,2.384185791015625e-05
24,82.0,0.0036800000002585875,-576.0,1.1920928955078125e-05
25,100.0,0.004374000000098022,-792.0,5.9604644775390625e-06
26,57.0,0.0025789999999688007,-254.0,2.9802322387695312e-06
27,25.0,0.0011469999999462743,75.0,1.4901161193847656e-06
28,19.0,0.0008870000001479639,81.0,7.450580596923828e-07
29,78.0,0.0034420000001773587,-671.0,3.725290298461914e-07
30,22.0,0.0010039999997388804,78.0,1.862645149230957e-07
31,104.0,0.004589000000123633,-994.0,9.313225746154785e-08
32,63.0,0.0027789999999185966,-260.0,4.6566128730773926e-08
33,40.0,0.0017719999996188562,-138.0,2.3283064365386963e-08
34,25.0,0.0011450000001786975,-24.0,1.1641532182693481e-08
35,15.0,0.0007519999999203719,85.0,5.820766091346741e-09
36,21.0,0.0009719999998196727,79.0,2.9103830456733704e-09
37,36.0,0.0016239999999925203,-35.0,1.4551915228366852e-09
38,47.0,0.0020959999997103296,-145.0,7.275957614183426e-10
39,48.0,0.0022109999999884167,-47.0,3.637978807091713e-10
40,33.0,0.0014780000001337612,-230.0,1.8189894035458565e-10
41,51.0,0.0022779999999329448,-347.0,9.094947017729282e-11
42,16.0,0.0007489999998142594,84.0,4.547473508864641e-11
43,21.0,0.0009570000001986045,79.0,2.2737367544323206e-11
44,55.0,0.002423999999791704,-153.0,1.1368683772161603e-11
45,20.0,0.0009110000000873697,-19.0,5.6843418860808015e-12
46,53.0,0.0023980000000847213,-151.0,2.8421709430404007e-12
47,16.0,0.0007559999999102729,84.0,1.4210854715202004e-12
48,21.0,0.0009669999999459833,-119.0,7.105427357601002e-13
49,26.0,0.0011779999999816937,-25.0,3.552713678800501e-13
50,16.0,0.0007430000000567816,84.0,1.7053025658242404e-13
51,47.0,0.0020869999998467392,-244.0,8.526512829121202e-14
52,17.0,0.0007860000000619038,83.0,4.263256414560601e-14
53,39.0,0.0017330000000583823,-137.0,2.842170943040401e-14
54,66.0,0.0029010000002926972,-461.0,1.4210854715202004e-14
55,31.0,0.001393000000007305,-129.0,0.0
56,44.0,0.0019459999998616695,-142.0,0.0
57,30.0,0.0013410000001385924,-29.0,0.0
58,46.0,0.002027999999882013,-243.0,0.0
59,16.0,0.0007500000001527951,84.0,0.0
60,30.0,0.0013539999999920838,-29.0,0.0
61,19.0,0.0009060000002136803,-18.0,0.0
62,51.0,0.002268999999614607,-347.0,0.0
63,23.0,0.0010419999998703133,77.0,0.0
64,46.0,0.0020389999999679276,-45.0,0.0
65,94.0,0.004108000000087486,-786.0,0.0
66,20.0,0.0009169999998448475,-118.0,0.0
67,26.0,0.0011730000001080043,74.0,0.0
68,77.0,0.003435000000081345,-670.0,0.0
69,20.0,0.000927999999930762,80.0,0.0
70,52.0,0.0023580000001857115,-447.0,0.0
71,25.0,0.0011369999997441482,75.0,0.0
72,38.0,0.0017100000000027649,-136.0,0.0
73,22.0,0.0010130000000572181,78.0,0.0
74,67.0,0.0030230000002120505,-462.0,0.0
75,65.0,0.0028659999998126295,-460.0,0.0
76,52.0,0.002286999999796535,-249.0,0.0
77,21.0,0.0009700000000520959,79.0,0.0
78,33.0,0.0015149999999266583,-230.0,0.0
79,88.0,0.003912000000127591,-879.0,0.0
80,22.0,0.0010010000000875152,78.0,0.0
81,42.0,0.0018759999998110288,-734.0,0.0
82,32.0,0.0014299999998002022,-31.0,0.0
83,25.0,0.0011429999999563734,-24.0,0.0
84,25.0,0.001186999999845284,-24.0,0.0
85,16.0,0.0007430000000567816,84.0,0.0
86,46.0,0.0020329999997557024,-144.0,0.0
87,12.0,0.0005669999995916442,88.0,0.0
88,59.0,0.002682000000277185,-355.0,0.0
89,22.0,0.0010489999999663269,-120.0,0.0
90,35.0,0.001576999999997497,-232.0,0.0
91,17.0,0.0007980000000316068,-16.0,0.0
92,33.0,0.0014740000001438602,-230.0,0.0
93,17.0,0.0007869999999456923,83.0,0.0
94,68.0,0.003046000000267668,-661.0,0.0
95,62.0,0.0027340000001458975,-556.0,0.0
96,25.0,0.0011269999999967695,-24.0,0.0
97,18.0,0.0008339999999407155,82.0,0.0
98,13.0,0.0006370000000970322,87.0,0.0
99,24.0,0.0010940000001937733,-23.0,0.0
100,53.0,0.0023439999999936845,-250.0,0.0
101,59.0,0.0026579999998830317,-355.0,0.0
102,22.0,0.0010099999999511056,-120.0,0.0
103,14.0,0.0006539999999404245,86.0,0.0
104,33.0,0.0014660000001640583,-131.0,0.0
105,34.0,0.0015220000000226719,-231.0,0.0
106,25.0,0.0011289999997643463,75.0,0.0
107,20.0,0.0009119999999711581,80.0,0.0
108,35.0,0.0015590000002703164,-34.0,0.0
109,62.0,0.002700999999888154,-655.0,0.0
110,27.0,0.0012219999998706044,73.0,0.0
111,29.0,0.0012990000000172586,-28.0,0.0
112,17.0,0.0007780000000821019,-115.0,0.0
113,28.0,0.0012629999996534025,-27.0,0.0
114,12.0,0.0005649999998240673,88.0,0.0
115,19.0,0.000879999999597203,81.0,0.0
116,18.0,0.0008259999999609136,-17.0,0.0
117,51.0,0.002318000000286702,-446.0,0.0
118,22.0,0.0009970000000976142,-21.0,0.0
119,16.0,0.0007510000000365835,84.0,0.0
120,14.0,0.000657000000046537,86.0,0.0
121,12.0,0.0005869999999958964,88.0,0.0
122,37.0,0.0016399999999521242,-234.0,0.0
