steps,time,reward,delta,converged
1,0.022299000000202795,-5.149700598802395,0,False
2,0.004928000000290922,-4.517857142857143,99.9996168088752,False
3,0.005188999999973021,-2.6610169491525424,99.9996168088752,False
4,0.0021090000000185682,-0.9583333333333334,99.9996168088752,False
5,0.002077999999983149,1.148936170212766,99.9996168088752,False
6,0.001404999999977008,-0.9375,99.9996168088752,False
7,0.0037120000001777953,-3.36144578313253,99.9996168088752,False
8,0.0011170000002493907,3.04,99.9996168088752,False
9,0.0015459999999620777,1.8857142857142857,99.9996168088752,False
10,0.0015839999996387633,1.8055555555555556,99.9996168088752,False
11,0.0014529999998558196,2.0606060606060606,99.9996168088752,False
12,0.002662999999756721,-2.5901639344262297,99.9996168088752,False
13,0.0010579999998299172,3.2083333333333335,99.9996168088752,False
14,0.0017929999999068968,-3.3658536585365852,99.9996168088752,False
15,0.004539999999906286,-2.9215686274509802,99.9996168088752,False
16,0.0010320000001229346,3.590909090909091,99.9996168088752,False
17,0.0011489999997138511,-0.9230769230769231,99.9996168088752,False
18,0.0018079999999827123,-5.780487804878049,99.9996168088752,False
19,0.0016239999999925203,-6.297297297297297,99.9996168088752,False
20,0.0013269999999465654,-0.9333333333333333,99.9996168088752,False
21,0.0019730000003619352,-12.204545454545455,99.9996168088752,False
22,0.0015779999998812855,-0.9444444444444444,99.9996168088752,False
23,0.0008440000001428416,4.315789473684211,99.9996168088752,False
24,0.0011070000000472646,-4.88,99.9996168088752,False
25,0.0008399999996981933,4.315789473684211,99.9996168088752,False
26,0.0006780000003345776,5.733333333333333,99.9996168088752,False
27,0.0006029999999555002,6.769230769230769,99.9996168088752,False
28,0.0007080000000314612,5.3125,99.9996168088752,False
29,0.0008320000001731387,4.315789473684211,99.9996168088752,False
30,0.0005899999996472616,6.769230769230769,99.9996168088752,False
31,0.0008960000000115542,4.315789473684211,99.9996168088752,False
32,0.0009650000001784065,-0.9090909090909091,99.9996168088752,False
33,0.0015699999999014835,-3.6944444444444446,99.9996168088752,False
34,0.0008889999999155407,-0.9,99.9996168088752,False
35,0.0010919999999714491,3.04,99.9996168088752,False
36,0.0007450000002791057,4.9411764705882355,99.9996168088752,False
37,0.001103999999941152,-0.92,99.9996168088752,False
38,0.0006710000002385641,6.214285714285714,99.9996168088752,False
39,0.0014860000001135631,-6.764705882352941,99.9996168088752,False
40,0.001584999999977299,-0.9444444444444444,99.9996168088752,False
41,0.0008820000002742745,4.05,99.9996168088752,False
42,0.00143900000011854,-3.9393939393939394,99.9996168088752,False
43,0.0006720000001223525,5.733333333333333,99.9996168088752,False
44,0.000713999999788939,5.733333333333333,99.9996168088752,False
45,0.001536000000214699,-3.7714285714285714,99.9996168088752,False
46,0.0006319999997685954,-0.8571428571428571,99.9996168088752,False
47,0.0014569999998457206,-3.9393939393939394,99.9996168088752,False
48,0.00243399999999383,-6.267857142857143,99.9996168088752,False
49,0.00084500000002663,4.315789473684211,99.9996168088752,False
50,0.0009380000001328881,3.8095238095238093,99.9996168088752,False
51,0.0006620000003749738,5.733333333333333,99.9996168088752,False
52,0.0023219999998218555,-4.69811320754717,99.9996168088752,False
53,0.0028419999998732237,-10.107692307692307,99.9996168088752,False
54,0.0007940000000417058,4.611111111111111,99.9996168088752,False
55,0.0013960000001134176,-0.9375,99.9996168088752,False
56,0.0008440000001428416,4.315789473684211,99.9996168088752,False
57,0.0011009999998350395,-0.9166666666666666,99.9996168088752,False
58,0.0010099999999511056,-0.9130434782608695,99.9996168088752,False
59,0.001760999999987689,-3.425,99.9996168088752,False
