iterations,fitness,time,fevals
0,0.0210636754633,1.89429993043e-05,11
10,0.0215789888814,3.89509987144e-05,21
20,0.0223729453218,5.89399987803e-05,31
30,0.0228878311991,7.63929983805e-05,41
40,0.0229819236634,9.36339984037e-05,51
50,0.0243933656255,0.000109561997306,61
60,0.0248459567773,0.000129593996462,71
70,0.025721759436,0.000147785995068,81
80,0.0261730323165,0.000165439994817,91
90,0.0262072275445,0.000182006995601,101
100,0.0265661750897,0.000199444995815,111
110,0.0272301810976,0.000217444996451,121
120,0.0279892602214,0.000234611996348,131
130,0.0279892602214,0.000252272995567,141
140,0.0281293545091,0.000270476995865,151
150,0.0281899569398,0.000288468994768,161
160,0.028195072383,0.000306307994833,171
170,0.0289234010771,0.000323240996295,181
180,0.0290848571328,0.000340566995874,191
190,0.0292799875885,0.0003525039956,201
200,0.0292799875885,0.000370102996385,211
210,0.0295372470698,0.000382137997804,221
220,0.0305462126118,0.00039924599696,231
230,0.0305805227302,0.000411517996326,241
240,0.0308430274157,0.000428436997026,251
250,0.0310043939841,0.000445483996373,261
260,0.031284649989,0.000462802996481,271
270,0.0313020235286,0.000480561997392,281
280,0.0322574204345,0.000498560997585,291
290,0.0335757525542,0.000514819997989,301
300,0.0337492218811,0.000526151998201,311
310,0.0337492218811,0.000541312998394,321
320,0.0341568690677,0.000557464998565,331
330,0.0356473438298,0.000568905999899,341
340,0.0359544310024,0.000585617000979,351
350,0.0368544018096,0.000596773001234,361
360,0.0372616967945,0.000613513000644,371
370,0.037827566242,0.000625108999884,381
380,0.0378712659138,0.000680051000018,391
390,0.0381565152547,0.000695335998898,401
400,0.0382967855401,0.000711861999662,411
410,0.0382967855401,0.000729125000362,421
420,0.0382967855401,0.000747785001295,431
430,0.0382967855401,0.000763851001466,441
440,0.0393372770273,0.000780147001933,451
450,0.0393372770273,0.000802082002338,461
460,0.0393372770273,0.000823030002721,471
470,0.0394897947429,0.000842417002787,481
480,0.0399173756242,0.000860591002493,491
490,0.0407776851046,0.00087931300186,501
500,0.0407776851046,0.000897832002011,511
510,0.0410207253919,0.000915921002161,521
520,0.0410207253919,0.000933137001994,531
530,0.0410207253919,0.000950690002355,541
540,0.0410207253919,0.000967412001046,551
550,0.0410207253919,0.000984482001513,561
560,0.0410207253919,0.00100262900196,571
570,0.0414808672103,0.00102079000135,581
580,0.0414808672103,0.0010441480008,591
590,0.0414808672103,0.00106168100137,601
600,0.0414808672103,0.00107933100116,611
610,0.0414808672103,0.00109713700112,621
620,0.0414808672103,0.0011149430029,631
630,0.0414808672103,0.00113059900286,641
640,0.0415923068061,0.00114721400132,651
650,0.0415923068061,0.00116388100105,661
660,0.0415923068061,0.00118203000056,671
670,0.0415923068061,0.00121625099928,681
