iterations,fitness,time,fevals
0,0.0230734368066,2.191586063,1000
10,0.0234256517021,4.248147152,2100
20,0.0235665741588,6.669472159,3200
30,0.0241642701802,8.533898094,4300
40,0.0239707099928,10.363190054,5400
50,0.0239646465392,12.370748244,6500
60,0.0224270337984,14.642681121,7600
70,0.02443089685,16.676372365,8700
80,0.0231566903726,18.757208855,9800
90,0.0236760919466,20.565555945,10900
100,0.0246343713718,22.246425072,12000
110,0.0229958481176,24.037972575,13100
120,0.0222998964982,25.979834533,14200
130,0.0226177994537,27.764635933,15300
140,0.0249187433205,30.037297049,16400
150,0.0233794105581,31.925909426,17500
160,0.0230270731427,34.028205464,18600
170,0.0226758732904,35.93059311,19700
180,0.0225127195875,38.122070793,20800
190,0.022935712256,40.704769571,21900
200,0.0239156480127,43.081432704,23000
210,0.0236457985664,45.714030029,24100
220,0.0227166158548,47.782267884,25200
230,0.0241217119643,49.56703661,26300
240,0.0236615749299,51.470213878,27400
250,0.0229646145409,53.296121978,28500
260,0.0236459284895,55.136815451,29600
270,0.0230379480553,57.171527915,30700
280,0.024445757512,59.034882102,31800
290,0.0244307697349,60.843876462,32900
300,0.0237894457671,62.60827044,34000
310,0.0243257510915,64.326277637,35100
320,0.0228441597852,66.156090303,36200
330,0.0243433629974,68.12159848,37300
340,0.0233783213361,69.896220824,38400
350,0.0232148898094,71.741833807,39500
360,0.0235194296277,73.532428833,40600
370,0.0229013607303,75.216427933,41700
380,0.0223553829265,77.26018299,42800
390,0.0239105836477,80.099157888,43900
400,0.0239386153851,82.983875008,45000
410,0.0232618445135,85.309741272,46100
420,0.023595069476,89.039113155,47200
430,0.0235548200312,91.192773143,48300
440,0.0233981836032,93.427386499,49400
450,0.0234052658514,95.606102285,50500
460,0.0227040137431,97.394438654,51600
470,0.024646689552,99.793780963,52700
480,0.023506208358,102.080243205,53800
490,0.0224396147447,103.797065913,54900
500,0.0239463013311,105.735399142,56000
510,0.0235431175189,107.510722287,57100
520,0.0233950962575,109.4080339,58200
530,0.0232064225213,111.325489269,59300
540,0.022890278398,113.598937894,60400
550,0.0237243443668,115.406597576,61500
560,0.0231627825749,118.007006313,62600
570,0.0240545178944,120.10441328,63700
580,0.0226586432512,122.80564861,64800
590,0.0238489374117,124.964465643,65900
600,0.0229644825921,127.059946183,67000
610,0.02419487295,129.307952221,68100
620,0.0228598461858,131.078446427,69200
630,0.0241433311811,133.036468771,70300
640,0.022949934696,134.761849515,71400
650,0.0234019092485,136.447938517,72500
660,0.023757616133,138.248962791,73600
670,0.023522062545,139.990473506,74700
680,0.0230420633881,142.155612289,75800
690,0.0238940847734,144.048334775,76900
700,0.0233493853676,146.716056637,78000
710,0.0241815432006,148.715906833,79100
720,0.0229539695392,150.591122599,80200
730,0.0232300581344,152.936381303,81300
740,0.0228498454696,154.901987824,82400
750,0.0244721143701,156.64234688,83500
760,0.0230469310935,158.661371437,84600
770,0.0230834891354,161.039527395,85700
780,0.0228215203808,162.837569455,86800
790,0.0233725087199,164.890353481,87900
800,0.0227027997687,167.195896998,89000
810,0.0231611220206,169.851344519,90100
820,0.0230672115031,171.887108809,91200
830,0.0239757442139,174.545385807,92300
840,0.0233476085945,177.013333455,93400
850,0.0229889792003,179.257795053,94500
860,0.0231753426558,181.479473198,95600
870,0.0228000617512,183.508833922,96700
880,0.0242105826475,185.263765988,97800
890,0.0238477936869,186.959222369,98900
900,0.0246916792257,188.77316896,100000
910,0.0235535389823,191.025583,101100
920,0.0228625568585,193.158249359,102200
930,0.0239465408506,196.086694522,103300
940,0.0243737510888,198.693668344,104400
950,0.0236209105907,200.758356227,105500
960,0.0222233874427,202.761793062,106600
970,0.0227210690513,205.592019086,107700
980,0.0235573820747,207.621153004,108800
990,0.0228017865444,209.856975584,109900
1000,0.0238883996598,212.466159974,111000
1010,0.022684156722,214.779346852,112100
1020,0.0239418880032,217.19557307,113200
1030,0.0244206799987,219.441405718,114300
1040,0.0234763703173,221.734832036,115400
1050,0.022964187543,223.990118891,116500
1060,0.0241216579395,226.20737735,117600
1070,0.0229294533259,228.051598079,118700
1080,0.0246878571437,229.998357641,119800
1090,0.0242615210992,231.921390636,120900
1100,0.0228933809294,233.68993239,122000
1110,0.0225045791015,235.518145426,123100
1120,0.0234993289855,237.321104179,124200
1130,0.0230389521448,239.119918707,125300
1140,0.0234281223103,241.123112418,126400
1150,0.0232923571026,243.232511332,127500
1160,0.0249523380904,245.280693106,128600
1170,0.0238878402301,247.204444709,129700
1180,0.0232908387874,249.055217935,130800
1190,0.0231369048826,250.881497511,131900
1200,0.0231380532348,252.568135619,133000
1210,0.0234234491677,254.464981391,134100
1220,0.0225616374786,256.472710587,135200
1230,0.0243385156909,259.637881194,136300
1240,0.0227281744467,262.280134818,137400
1250,0.0233876502011,264.582573244,138500
1260,0.0229816152571,266.739541,139600
1270,0.0230001733522,268.683545671,140700
1280,0.0235834287207,271.264917674,141800
1290,0.0233577623871,273.553650354,142900
1300,0.0225471365253,276.119675845,144000
1310,0.0234256668887,278.485571233,145100
1320,0.0236404866638,280.458566639,146200
1330,0.0229327291818,282.457903605,147300
1340,0.0235945202033,284.692679553,148400
1350,0.0225850712311,286.728919539,149500
1360,0.0233379135096,288.574246263,150600
1370,0.0228448717069,291.028756166,151700
1380,0.0234928245137,294.105316315,152800
1390,0.0237616675037,296.470028241,153900
1400,0.0234292944455,298.280224992,155000
1410,0.0242041885479,300.558183689,156100
1420,0.0249578936574,303.216616622,157200
1430,0.0227065375251,305.487340024,158300
1440,0.0231718487077,307.327100206,159400
1450,0.0226805299098,309.470628138,160500
1460,0.024927747444,311.541502282,161600
1470,0.0228242132968,313.813209483,162700
1480,0.0225789343862,315.916957904,163800
1490,0.0231950354911,318.050908215,164900
1500,0.0232669998383,320.357046503,166000
1510,0.0225256998682,322.415878079,167100
1520,0.0229726257411,324.642809079,168200
1530,0.0234757446454,327.452946501,169300
1540,0.0240226868687,329.324509425,170400
1550,0.0228001001608,331.112791948,171500
1560,0.0247010446871,332.873090906,172600
1570,0.0229571289182,334.772860822,173700
1580,0.0239130327291,336.565459942,174800
1590,0.0237019067487,338.334232901,175900
1600,0.0243113436433,340.183273893,177000
1610,0.0240385677178,342.064853086,178100
1620,0.0231724242048,343.909809287,179200
1630,0.0242638462482,345.591682933,180300
1640,0.0233375854431,347.530903143,181400
1650,0.0230919788338,349.823857196,182500
1660,0.0247325361633,351.917442229,183600
1670,0.0229867782652,354.112948767,184700
1680,0.0230598462326,355.922141583,185800
1690,0.0237210912637,357.749359901,186900
1700,0.0230529478881,359.768750958,188000
1710,0.0223666537557,361.53048764,189100
1720,0.0235331529518,363.345808505,190200
1730,0.0237042023199,365.481283279,191300
1740,0.0226702067358,367.461114662,192400
1750,0.0226185071478,369.687894234,193500
1760,0.0230061158104,372.117187715,194600
1770,0.0232359186833,373.875981663,195700
1780,0.0236943159964,375.607902065,196800
1790,0.0227777890486,377.391185848,197900
1800,0.0230304384851,379.093291093,199000
1810,0.0258025654826,381.657197049,200100
1820,0.0235587777185,383.47237275,201200
1830,0.0230829581676,385.154378084,202300
1840,0.0237913634386,386.868220612,203400
1850,0.0235516357893,388.704814298,204500
1860,0.0236228634484,390.375276658,205600
1870,0.0230529489095,392.099788966,206700
1880,0.0238415993941,393.90718877,207800
1890,0.0228667032745,395.695507763,208900
1900,0.0232247678496,397.421989709,210000
1910,0.022630163416,399.090544804,211100
1920,0.024616655512,400.852224682,212200
1930,0.0231868993937,402.493348009,213300
1940,0.0235997788604,404.250684385,214400
1950,0.0233868968239,405.912213979,215500
1960,0.0233726925896,407.551692614,216600
1970,0.0234008689464,409.342493769,217700
1980,0.022601504714,411.030655897,218800
