,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
181,4.878077363967895,1.19229342011116,0.025624799728393554,0.0005809609932776597,0.01,"(100, 25, 100)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 20}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
182,4.869420003890991,1.1934753555980755,0.025374984741210936,0.0005647138114503161,0.01,"(100, 25, 100)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 25}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
183,4.888874053955078,1.1961824611843546,0.02566370964050293,0.0006080763962181134,0.01,"(100, 25, 100)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 30}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
184,4.8823192596435545,1.1937808674951769,0.02542738914489746,0.0005895685740362528,0.01,"(100, 25, 100)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 35}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
185,5.292130708694458,1.102092432906797,0.0257321834564209,0.00031140765414065563,0.01,"(100, 25, 100)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 40}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
186,4.871028470993042,1.196793970606051,0.025574541091918944,0.000450288076513853,0.01,"(100, 25, 100)",45,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 45}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
187,4.879566431045532,1.1972882320387357,0.025580596923828126,0.0004429715928397322,0.01,"(100, 25, 100)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 50}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
188,4.865451049804688,1.1882078269545755,0.025857067108154295,0.0005123445761900239,0.01,"(100, 25, 100)",55,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 55}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
189,4.856149816513062,1.187095107798867,0.025381994247436524,0.0005342635413369778,0.01,"(100, 25, 100)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 60}",0.7454737646499717,0.7361026246665288,0.7670174923385168,0.7466025985238532,0.7771784319821267,0.7544733356036986,0.015186922649486158,171,0.7561385593491253,0.7383062042780955,0.7635740866494367,0.7765405119877952,0.8061778246473891,0.7681474373823682,0.02268207194498323
190,2.801047372817993,0.5008676433660615,0.018458986282348634,0.0005147144397354906,0.001,"(50, 50)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.7042474063057047,0.5,0.5,0.6405511334323049,0.6555496862172715,0.6000630006855151,0.08438084482397361,369,0.6971205863644263,0.5,0.5,0.6544356134997519,0.6527411156625426,0.6008594631053441,0.08387320932222257
