,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.8129095554351806,0.10781701635697025,0.15322442054748536,0.05329570370301202,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.3870967741935484,0.3833909370199693,0.36033026113671296,0.36666666666666675,0.42155172413793096,0.38367876084609964,0.021218460828718734,1,0.39769263912333946,0.43395487321830484,0.4239431498739641,0.3955084632813542,0.39073955501832885,0.4083677361030583,0.0172474140744332
